source_code,source_name,target_concept_id,rxnorm_id,target_name
R06AB06,dexbrompheniramine,1188052,22696,dexbrompheniramine
N05CD09,brotizolam,19039262,19790,brotizolam
S02DA03,phenazone,1036059,1001,Antipyrine
J04AB05,rifapentine,19035953,35617,rifapentine
J01AA05,metacycline,19003644,6812,Methacycline
R05CA02,potassium iodide,19049909,8597,Potassium Iodide
A02BC05,esomeprazole,904453,283742,Esomeprazole
B01AB08,reviparin,19129274,75960,reviparin
L04AA18,everolimus,19011440,141704,everolimus
L02BG04,letrozole,1315946,72965,letrozole
J01AA12,tigecycline,1742432,384455,tigecycline
J04AB03,rifamycin,19035924,35616,rifamycin SV
R03BA03,flunisolide,1196514,25120,flunisolide
A05BA03,silymarin,19066992,9794,Silymarin
R06AX11,astemizole,1150770,42328,Astemizole
B02BD04,coagulation factor IX,1351935,4249,factor IX
B01AD01,streptokinase,19136187,10106,Streptokinase
N02CX02,clonidine,1398937,2599,Clonidine
C05AD05,procaine,751698,8701,Procaine
A16AB01,alglucerase,19057354,46049,alglucerase
N06AA01,desipramine,716968,3247,Desipramine
R03BA07,mometasone,905233,108118,Mometasone
J01DB07,cefatrizine,19070680,2179,Cefatrizine
R02AA15,povidone-iodine,1750087,8611,Povidone-Iodine
B01AC22,prasugrel,40163718,613391,prasugrel
B01AD10,drotrecogin alfa (activated),1731597,352374,drotrecogin alfa
H02AB07,prednisone,1551099,8640,Prednisone
B03BA03,hydroxocobalamin,1377023,5514,Hydroxocobalamin
B01AA11,tioclomarol,19018364,163426,tioclomarol
N03AX18,lacosamide,19087394,623400,lacosamide
J01DE02,cefpirome,19001904,27130,cefpirome
M02AA01,phenylbutazone,1135710,8160,Phenylbutazone
C01CA09,metaraminol,19003303,6805,Metaraminol
D10AX05,dapsone,1711759,3108,Dapsone
G03XA01,danazol,1511449,3102,Danazol
C07AA03,pindolol,1345858,8332,Pindolol
L04AC02,basiliximab,19038440,196102,basiliximab
C03BA03,clopamide,19099181,2603,Clopamide
A02BB01,misoprostol,1150871,42331,Misoprostol
D01AE11,haloprogin,19101422,26422,haloprogin
B03AB04,ferric hydroxide,43533015,1428835,ferric hydroxide
B03AA01,ferrous glycine sulfate,19000753,105655,Ferrous glycine sulfate
N01AX11,sodium oxybate,769935,9899,Sodium Oxybate
S01XA11,nandrolone,1514412,7244,Nandrolone
B05XA05,magnesium sulfate,19093848,6585,Magnesium Sulfate
L01BB05,fludarabine,1395557,24698,fludarabine
D01AE22,naftifine,914053,31476,naftifine
N05AX12,aripiprazole,757688,89013,aripiprazole
M01CB04,aurothioglucose,1163570,4980,Aurothioglucose
G04CA02,tamsulosin,924566,77492,tamsulosin
A05AX03,cyclobutyrol,19051590,21954,cyclobutyrol
N05AD08,droperidol,739323,3648,Droperidol
A07XA04,racecadotril,19018403,16738,racecadotril
R03AC12,salmeterol,1137529,36117,salmeterol
V08AB05,iopromide,19003206,27781,iopromide
M01AH01,celecoxib,1118084,140587,celecoxib
C10AC04,colesevelam,1518148,141626,colesevelam
N05CA07,talbutal,19059149,89810,talbutal
D08AJ06,didecyldimethylammonium chloride,40226492,1011450,didecyldimethylammonium chloride
L03AA12,ancestim,19018070,140502,ancestim
R02AA02,dequalinium,19016063,3226,Dequalinium
D01AE18,tolnaftate,902950,10637,Tolnaftate
R06AA07,diphenylpyraline,19090000,23386,diphenylpyraline
M09AB03,bromelains,19030387,1752,Bromelains
C02CA04,doxazosin,1363053,49276,Doxazosin
G03GA07,lutropin alfa,1543112,388084,Lutropin alfa
D06AX08,tyrothricin,19006842,10968,Tyrothricin
A12CC10,magnesium oxide,993631,6582,Magnesium Oxide
N03AD01,ethosuximide,750119,4135,Ethosuximide
R05DB15,zipeprol,19044719,39969,zipeprol
J01CA06,bacampicillin,1734205,18687,bacampicillin
N01BA05,benzocaine,917006,1399,Benzocaine
N06AA06,trimipramine,705755,10834,Trimipramine
R03BA01,beclometasone,1115572,1347,Beclomethasone
V06DC02,fructose,956691,4570,Fructose
L01AA07,trofosfamide,19101677,38865,trofosfamide
N06AB03,fluoxetine,755695,4493,Fluoxetine
S01BC01,indometacin,1178663,5781,Indomethacin
D01BA01,griseofulvin,1763779,5021,Griseofulvin
L02AA04,fosfestrol,19065450,25284,fosfestrol
R06AC01,mepyramine,1159811,9009,Pyrilamine
P03AC01,pyrethrum,42709314,1232405,Pyrethrum extract
G02CC03,benzydamine,19019620,1425,Benzydamine
J01XX08,linezolid,1736887,190376,linezolid
C02KX05,riociguat,44506752,1439816,riociguat
A10BB09,gliclazide,19059796,4816,Gliclazide
S01BA04,prednisolone,1550557,8638,prednisolone
N06AX01,oxitriptan,1363516,94,5-Hydroxytryptophan
S01GX05,lodoxamide,967496,52151,Lodoxamide
B05CB04,sodium bicarbonate,939506,36676,Sodium Bicarbonate
V08CA03,gadodiamide,19103699,41144,gadodiamide
J01EB03,sulfadimidine,19136429,10178,Sulfamethazine
C08CA01,amlodipine,1332418,17767,Amlodipine
J01AA03,chlortetracycline,19095043,2408,Chlortetracycline
S01BA08,medrysone,909021,29439,medrysone
J01DC05,cefotetan,1774932,2187,Cefotetan
A04AD02,cerium oxalate,19013756,314546,Cerium oxalate
B05CX03,glycine,962398,4919,Glycine
V04CG05,methylthioninium chloride,905518,6878,Methylene blue
N01BX01,ethyl chloride,950316,4141,Ethyl Chloride
J01CG02,tazobactam,1741122,37617,tazobactam
M01AE17,dexketoprofen,19056874,237162,Dexketoprofen
P03AX04,quassia,42899832,1310168,Quassia amara wood extract
A08AA03,amfepramone,725822,3389,Diethylpropion
J01CA11,mecillinam,19123877,626,Amdinocillin
R01AD04,flunisolide,1196514,25120,flunisolide
A03AA08,dihexyverine,19055875,236209,DIHEXYVERINE
A10BX03,nateglinide,1502826,274332,nateglinide
V08AA04,iotalamic acid,45775579,1546451,Iothalamic Acid
J05AH02,oseltamivir,1799139,260101,Oseltamivir
C07AB05,betaxolol,1322081,1520,Betaxolol
S01EB02,carbachol,940183,1999,Carbachol
C03BC01,mersalyl,19003070,6774,Mersalyl
L02AB02,medroxyprogesterone,1500211,6691,Medroxyprogesterone
A10BX02,repaglinide,1516766,73044,repaglinide
A02BA04,nizatidine,950696,42319,Nizatidine
G03DA02,medroxyprogesterone,1500211,6691,Medroxyprogesterone
C01CA17,midodrine,1308368,6963,Midodrine
L03AB10,peginterferon alfa-2b,1797155,253453,peginterferon alfa-2b
D07XC03,mometasone,905233,108118,Mometasone
G04BD12,mirabegron,42873636,1300786,mirabegron
H01BA05,ornipressin,19024362,7703,Ornipressin
C03DA03,canrenone,19019698,1982,Canrenone
C01DX12,molsidomine,19009819,7023,Molsidomine
N05AB05,thiopropazate,19041817,38133,thiopropazate
D10AB02,sulfur,1036525,10223,Sulfur
N03AX11,topiramate,742267,38404,topiramate
M03BA05,febarbamate,19061109,24807,febarbamate
J01MB05,oxolinic acid,19129642,7798,Oxolinic Acid
C08DB01,diltiazem,1328165,3443,Diltiazem
D06BX02,ingenol mebutate,42709320,1242806,ingenol mebutate
S02AA14,gentamicin,919345,142438,Gentamicin Sulfate (USP)
M01AE02,naproxen,1115008,7258,Naproxen
N07BB04,naltrexone,1714319,7243,Naltrexone
A10BB02,chlorpropamide,1594973,2404,Chlorpropamide
J01XX06,mandelic acid,19008870,29256,mandelic acid
M01AE04,fenoprofen,1153928,4331,Fenoprofen
A16AB04,agalsidase beta,1525746,338817,agalsidase beta
N02AA02,opium,923829,7676,Opium
S03AA03,polymyxin B,948582,8536,Polymyxin B
G02CA03,fenoterol,19053979,4333,Fenoterol
N02BA02,aloxiprin,19018432,17393,aloxiprin
A07BA01,medicinal charcoal,1701928,272,Activated Charcoal
S01GA03,xylometazoline,943852,39841,xylometazoline
A04AD05,metopimazine,19072087,29954,metopimazine
C03DB02,triamterene,904542,10763,Triamterene
B05CX02,sorbitol,970011,9945,Sorbitol
B01AC05,ticlopidine,1302398,10594,Ticlopidine
D06BB09,edoxudine,19063245,49428,edoxudine
J01CA17,temocillin,19100438,37775,temocillin
N02BG07,flupirtine,19064698,25193,flupirtine
C03AA02,hydroflumethiazide,1376289,5495,Hydroflumethiazide
M01AB05,diclofenac,1124300,3355,Diclofenac
L03AA14,lipegfilgrastim,44506753,1440046,lipegfilgrastim
N06AX05,trazodone,703547,10737,Trazodone
C10AX03,tiadenol,19100753,38248,tiadenol
R02AA17,cetrimonium,19049284,20614,cetrimonium
L01XE04,sunitinib,1336539,357977,sunitinib
G03GA02,human menopausal gonadotrophin,19125388,6745,Menotropins
R05CA07,antimony pentasulfide,42904041,1337969,antimony pentasulfide
J01BA01,chloramphenicol,990069,2348,Chloramphenicol
S03AA08,chloramphenicol,990069,2348,Chloramphenicol
B03BA01,cyanocobalamin,1308738,11248,Vitamin B 12
D09AA04,phenylmercuric nitrate,19058371,89722,Phenylmercuric nitrate
P02CA03,albendazole,1753745,430,Albendazole
J05AB14,valganciclovir,1703063,275891,valganciclovir
N05AA04,acepromazine,19018226,155,Acepromazine
R06AE07,cetirizine,1149196,20610,Cetirizine
S01BA11,desonide,917205,3254,Desonide
V04CH30,aminohippuric acid,19129646,7832,4-Aminohippuric Acid
C01EB17,ivabradine,46234437,1649480,ivabradine
J01DH02,meropenem,1709170,29561,meropenem
V03AB16,ethanol,955372,448,Ethanol
P01CC02,nitrofural,920378,7455,Nitrofurazone
N05CD07,temazepam,836715,10355,Temazepam
S01ED04,metipranolol,905531,10824,Metipranolol
A11CC01,ergocalciferol,19045045,4018,Ergocalciferol
L01BA05,pralatrexate,40166461,662019,Pralatrexate
M03BX07,tetrazepam,19041746,37985,tetrazepam
C04AC02,nicotinyl alcohol (pyridylcarbinol),19018823,7414,Nicotinyl Alcohol
M02AA06,etofenamate,19095561,24608,etofenamate
C08CA06,nimodipine,1319133,7426,Nimodipine
R06AX07,triprolidine,1105889,10849,Triprolidine
P01AX11,nitazoxanide,1715315,31819,nitazoxanide
B02BC09,epinephrine,1343916,3992,Epinephrine
R06AX21,tritoqualine,19101651,38810,tritoqualine
P01CC01,nifurtimox,19127551,7421,Nifurtimox
N03AF01,carbamazepine,740275,2002,Carbamazepine
D11AX04,lithium succinate,19071904,28817,lithium succinate
C01EB18,ranolazine,1337107,35829,ranolazine
C03CA03,piretanide,19025498,33770,piretanide
L01BC03,tegafur,19056756,4582,Tegafur
H02AA03,desoxycortone,19017895,3256,Deoxycorticosterone
N05CF04,eszopiclone,757352,461016,Eszopiclone
D08AH03,oxyquinoline,906874,110,Oxyquinoline
C09AA02,enalapril,1341927,3827,Enalapril
G01AF11,ketoconazole,985708,6135,Ketoconazole
S01EC05,methazolamide,904250,6826,Methazolamide
L04AX06,pomalidomide,43014237,1369713,pomalidomide
G03BA03,testosterone,1636780,10379,Testosterone
C03AA07,cyclopenthiazide,19010015,3000,Cyclopenthiazide
S01AA17,erythromycin,1746940,4053,Erythromycin
L01BC07,azacitidine,1314865,1251,Azacitidine
C04AX26,cetiedil,19031267,20609,cetiedil
A06AD13,sodium sulfate,939976,36721,sodium sulfate
A16AX07,sapropterin,19021959,753340,Sapropterin
D06BA02,sulfathiazole,1036487,10193,sulfathiazole
C02KX01,bosentan,1321636,75207,bosentan
J01XD03,ornidazole,19024197,7701,Ornidazole
R05CB06,ambroxol,19088167,625,Ambroxol
L01BC02,fluorouracil,955632,4492,Fluorouracil
N06AA02,imipramine,778268,5691,Imipramine
A08AA02,fenfluramine,753860,4328,Fenfluramine
J04AD03,ethionamide,1750074,4127,Ethionamide
C01CA26,ephedrine,1143374,3966,Ephedrine
N06BA10,fenetylline,19061288,24840,fenethylline
C10AC01,colestyramine,19095309,2447,Cholestyramine Resin
N03AB05,fosphenytoin,713192,72236,fosphenytoin
R05CB12,tiopronin,903031,6765,tiopronin
N07CA01,betahistine,19020124,1511,BETAHISTINE
P02CB01,piperazine,19046291,8340,piperazine
L01XE15,vemurafenib,40241937,1147220,Vemurafenib
A07AX03,nifuroxazide,19015144,31782,nifuroxazide
C01DA08,isosorbide dinitrate,1383925,6058,Isosorbide Dinitrate
H01BA06,argipressin,19006871,1098,Argipressin
M03BX03,pridinol,19028945,34479,pridinol
N01AH03,sufentanil,19078219,56795,Sufentanil
V08AB01,metrizamide,19125554,6920,Metrizamide
R01AD03,dexamethasone,1518254,3264,Dexamethasone
B05CA06,mandelic acid,19008870,29256,mandelic acid
N06AA07,lofepramine,19091830,6465,Lofepramine
V03AF05,amifostine,1350040,4126,Amifostine
A12BA01,potassium chloride,19049105,8591,Potassium Chloride
N07BC04,lofexidine,19007803,28863,lofexidine
S01BC03,diclofenac,1124300,3355,Diclofenac
N07XX02,riluzole,735951,35623,Riluzole
S03AA06,gentamicin,919345,142438,Gentamicin Sulfate (USP)
A07AA06,paromomycin,1727443,7934,Paromomycin
H05AA03,parathyroid hormone,43532113,1427222,Parathyroid Hormone
B01AD03,anistreplase,19044890,40028,Anistreplase
L01BB07,nelarabine,19002912,274771,nelarabine
P01BD01,pyrimethamine,1760039,9010,Pyrimethamine
S01HA03,tetracaine,1036884,10391,Tetracaine
C07AB02,metoprolol,1307046,6918,Metoprolol
G01AG02,terconazole,941472,37806,terconazole
N05CD03,flunitrazepam,19055224,4460,Flunitrazepam
R05CA01,tyloxapol,943191,38998,tyloxapol
D06BX01,metronidazole,1707164,6922,Metronidazole
A06AB08,sodium picosulfate,19025115,33688,picosulfate sodium
B03BA04,cobamamide,19048026,21373,cobamamide
C02CA01,prazosin,1350489,8629,Prazosin
N02CX06,oxetorone,19082880,32633,oxetorone
C04AX01,cyclandelate,1309323,2970,Cyclandelate
H01AC01,somatropin,1584910,61148,Somatropin
C08CA10,nilvadipine,19113063,53692,nilvadipine
J05AF04,stavudine,1781406,59763,Stavudine
S02AA06,hydrogen peroxide,1776430,5499,Hydrogen Peroxide
A11CC06,calcifediol,19035569,1889,Calcifediol
M05BA07,risedronic acid,19115051,55685,risedronic acid
D07AC12,halometasone,19068896,26416,halometasone
C03BD01,theobromine,19137056,10437,Theobromine
C03BA10,xipamide,19010493,11371,Xipamide
S01LA04,ranibizumab,19080982,595060,ranibizumab
S01CB04,betamethasone,920458,1514,Betamethasone
M01AB02,sulindac,1236607,10237,Sulindac
D04AA10,promethazine,1153013,8745,Promethazine
D08AX08,ethanol,955372,448,Ethanol
L01XC15,obinutuzumab,44507676,974779,obinutuzumab
S01XA03,"sodium chloride, hypertonic",19136030,9528,"Saline Solution, Hypertonic"
P01AX08,tenonitrozole,19055842,236186,TENONITROZOLE
R02AA06,cetylpyridinium,989301,2286,Cetylpyridinium
L02BA03,fulvestrant,1304044,282357,fulvestrant
L01XC11,ipilimumab,40238188,1094833,ipilimumab
M04AX02,pegloticase,40226208,1011650,Pegloticase
D06AX04,neomycin,915981,7299,Neomycin
A01AC01,triamcinolone,903963,10759,Triamcinolone
G04BE07,apomorphine,837027,1043,Apomorphine
R06AA06,chlorphenoxamine,19049707,20881,chlorphenoxamine
N07BC05,levomethadone,19056706,236913,LEVOMETHADONE
L01XA03,oxaliplatin,1318011,32592,oxaliplatin
L04AD01,ciclosporin,19010482,3008,Cyclosporine
S02AA13,miconazole,907879,6932,Miconazole
R06AE05,meclozine,994341,6676,Meclizine
A02AB06,aloglutamol,19030323,17392,aloglutamol
P01AC03,etofamide,19095546,24607,etofamide
A11HA05,biotin,19024770,1588,Biotin
S01AA16,rifamycin,19035924,35616,rifamycin SV
J01MA08,fleroxacin,19050750,42322,Fleroxacin
C01AA04,digitoxin,19026180,3403,Digitoxin
C02CC02,guanethidine,1366279,5036,Guanethidine
S01EB07,fluostigmine,19082111,6027,Isoflurophate
N06BX18,vinpocetine,19095462,24506,vinpocetine
J05AG04,etravirine,1758536,475969,etravirine
M01AB17,bufexamac,19032724,1796,Bufexamac
C05AA01,hydrocortisone,975125,5492,Hydrocortisone
G01AF17,oxiconazole,918222,32638,oxiconazole
S01EA04,clonidine,1398937,2599,Clonidine
L01XE06,dasatinib,1358436,475342,dasatinib
D07AA02,hydrocortisone,975125,5492,Hydrocortisone
M01AA05,clofezone,19018512,183877,clofezone
H02AB14,cloprednol,19050907,21285,cloprednol
H05BX02,paricalcitol,1517740,73710,paricalcitol
L02BB04,enzalutamide,42900250,1307298,enzalutamide
R01AC08,olopatadine,915855,135391,olopatadine
A16AB07,alglucosidase alfa,19088328,629565,alglucosidase alfa
C05AD07,pramocaine,927478,34347,pramoxine
A03AB02,glycopyrronium bromide,963353,4955,Glycopyrrolate
A01AD08,becaplermin,912476,115238,Becaplermin
V04CK02,pancreozymin (cholecystokinin),19058355,2420,Cholecystokinin
M01CB02,sodium aurotiosulfate,19136054,9876,Gold Sodium Thiosulfate
G01AF06,ornidazole,19024197,7701,Ornidazole
D11AX16,eflornithine,978236,569,Eflornithine
L01XX38,vorinostat,1337651,194337,Vorinostat
N03AX16,pregabalin,734354,187832,pregabalin
R06AB01,brompheniramine,1130863,1767,Brompheniramine
A12CB01,zinc sulfate,19044522,39954,Zinc Sulfate
R05CA09,guaiacolsulfonate,1189220,636827,guaiacolsulfonate
D04AB06,tetracaine,1036884,10391,Tetracaine
N06AX08,bifemelane,19058055,47111,bifemelane
D10AD03,adapalene,981774,60223,adapalene
N03AA02,phenobarbital,734275,8134,Phenobarbital
C01CA10,methoxamine,19005208,6853,Methoxamine
M01AC06,meloxicam,1150345,41493,meloxicam
C05AA06,fluorometholone,955583,4491,Fluorometholone
M05BX02,aluminium chlorohydrate,19030673,17610,aluminum chlorhydrate
A16AB10,velaglucerase alfa,40174604,901805,velaglucerase alfa
R07AX02,ivacaftor,42709323,1243041,ivacaftor
N03AX03,sultiame,19000921,10240,sulthiame
A08AA07,cathine,19015812,32022,cathine
D07AB10,alclometasone,905151,108088,Alclometasone
L01XX01,amsacrine,19017810,739,Amsacrine
L01CB02,teniposide,19136750,10362,Teniposide
R02AA12,hexylresorcinol,969004,5321,Hexylresorcinol
D06AX09,mupirocin,951511,42372,Mupirocin
A10AC01,insulin (human),1596977,253182,"Regular Insulin, Human"
B05CB01,sodium chloride,967823,9863,Sodium Chloride
N05BA01,diazepam,723013,3322,Diazepam
V03AB08,sodium nitrite,19069907,9894,Sodium Nitrite
P03AX01,benzyl benzoate,19036946,19044,benzyl benzoate
A07FA02,saccharomyces boulardii,991855,236782,Saccharomyces boulardii
J01DC09,cefmetazole,19072255,2182,Cefmetazole
L01AX04,dacarbazine,1311409,3098,Dacarbazine
A10BF01,acarbose,1529331,16681,Acarbose
S01EC01,acetazolamide,929435,167,Acetazolamide
C03AA03,hydrochlorothiazide,974166,5487,Hydrochlorothiazide
N07BA03,varenicline,780442,591622,varenicline
L03AX03,BCG vaccine,19015423,1344,BCG Vaccine
P01BA06,amodiaquine,19012922,720,Amodiaquine
A11HA01,nicotinamide,19018419,7405,Niacinamide
B03AA04,ferrous carbonate,44506781,1440290,Ferrous carbonate
R06AX12,terfenadine,1150836,42330,Terfenadine
D08AE01,hexachlorophene,1768734,5293,Hexachlorophene
S01AX14,dibrompropamidine,19089408,22865,dibrompropamidine
C01DB01,flosequinan,19096489,25089,flosequinan
G03CA03,estradiol,1548195,4083,Estradiol
N05BA09,clobazam,19050832,21241,clobazam
A10BA02,metformin,1503297,6809,Metformin
C07AB01,practolol,19135791,8620,Practolol
B01AB02,antithrombin III,1436169,1009,Antithrombin III
D04AA02,mepyramine,1159811,9009,Pyrilamine
L02BB03,bicalutamide,1344381,83008,bicalutamide
D08AG03,iodine,1780601,5933,Iodine
D07AD01,clobetasol,998415,2590,Clobetasol
J01MA13,trovafloxacin,1712549,115552,trovafloxacin
D01AC02,miconazole,907879,6932,Miconazole
D08AA03,euflavine,19095766,249,Acriflavine
A07AA03,natamycin,915392,7268,Natamycin
G04BX01,magnesium hydroxide,992956,6581,Magnesium Hydroxide
A01AB10,natamycin,915392,7268,Natamycin
G04BE04,yohimbine,1385800,220982,yohimbine
C07AB13,talinolol,19100435,37546,talinolol
A06AB01,oxyphenisatine,19132888,8136,Oxyphenisatin
C01DX05,carbocromen,19063698,2508,Chromonar
N06DA02,donepezil,715997,135447,donepezil
D02AE01,carbamide,906914,11002,Urea
A01AD07,amlexanox,957623,46307,amlexanox
N05CA15,methohexital,19005015,6847,Methohexital
C03BA11,indapamide,978555,5764,Indapamide
D05AD02,methoxsalen,905223,6854,Methoxsalen
B01AD02,alteplase,1347450,8410,alteplase
N04BC06,cabergoline,1558471,47579,cabergoline
C05AE01,glyceryl trinitrate,1361711,4917,Nitroglycerin
D06AX11,rifaximin,1735947,35619,rifaximin
C07AG01,labetalol,1386957,6185,Labetalol
A01AD05,acetylsalicylic acid,1112807,1191,Aspirin
P03BX01,diethyltoluamide,19079469,3129,Deet
C07AA14,mepindolol,19072028,29518,mepindolol
R01AA15,indanazoline,19069106,27492,indanazoline
D01AC01,clotrimazole,1000632,2623,Clotrimazole
A11HA07,inositol,1379525,5833,Inositol
L04AA06,mycophenolic acid,19012565,7145,Mycophenolic Acid
J06AA01,diphtheria antitoxin,19031041,3510,Diphtheria Antitoxin
S01LA05,aflibercept,40244266,1232150,aflibercept
N05AE01,oxypertine,19025922,7815,oxypertine
S01ED05,carteolol,950370,2116,Carteolol
D10AD01,tretinoin,903643,10753,Tretinoin
P01AA05,tilbroquinol,19018402,166718,tilbroquinol
S01XA07,alum,19115033,54989,aluminum potassium sulfate
P02DA01,niclosamide,19018416,7402,Niclosamide
D07AB19,dexamethasone,1518254,3264,Dexamethasone
J01CE03,propicillin,19096054,34649,propicillin
D11AX08,tiratricol,19016959,13982,tiratricol
B06AA03,hyaluronidase,19073699,5464,Hyaluronidase
A14AA03,metandienone,19004098,6818,Methandrostenolone
B01AB09,danaparoid,19026343,78484,danaparoid
S02AA16,ofloxacin,923081,7623,Ofloxacin
A12CC02,magnesium sulfate,19093848,6585,Magnesium Sulfate
G04BX13,dimethyl sulfoxide,928980,3455,Dimethyl Sulfoxide
N04AA12,tropatepine,19101712,38876,tropatepine
V08AB04,iopamidol,19081224,5966,Iopamidol
D10BA01,isotretinoin,984232,6064,Isotretinoin
L01XX32,bortezomib,1336825,358258,bortezomib
G03DB07,promegestone,19052987,8744,Promegestone
J05AB13,penciclovir,981654,59839,penciclovir
S01BC05,ketorolac,1136980,35827,Ketorolac
D06BB06,penciclovir,981654,59839,penciclovir
A06AX01,glycerol,961145,4910,Glycerin
D08AX05,isopropanol,19028106,797541,Isopropyl Alcohol
N02BA07,ethenzamide,19059506,24468,ethenzamide
C01AC01,g-strophanthin,19129640,7762,Ouabain
J05AE04,nelfinavir,1715472,134527,Nelfinavir
R06AA09,doxylamine,738818,3642,Doxylamine
N01AH02,alfentanil,19059528,480,Alfentanil
V08CA06,gadoversetamide,19089496,228833,gadoversetamide
N01BX02,dyclonine,992308,23744,dyclonine
M03AA02,tubocurarine,706644,10917,Tubocurarine
A07EA07,beclometasone,1115572,1347,Beclomethasone
D06BB02,tromantadine,19101679,38868,tromantadine
C01AA07,deslanoside,19017074,3248,Deslanoside
S01BA09,clobetasone,19005129,108074,Clobetasone
R06AD09,isothipendyl,19003593,28012,isothipendyl
C09AA01,captopril,1340128,1998,Captopril
N07BB03,acamprosate,19043959,82819,acamprosate
S03BA03,betamethasone,920458,1514,Betamethasone
G03XA02,gestrinone,19059522,4792,Gestrinone
G02AD02,dinoprostone,1329415,3478,Dinoprostone
L01DB03,epirubicin,1344354,3995,Epirubicin
J05AF07,tenofovir disoproxil,1710281,300195,tenofovir disoproxil
S01CB02,prednisolone,1550557,8638,prednisolone
S02BA03,prednisolone,1550557,8638,prednisolone
J01GB05,neomycin,915981,7299,Neomycin
D07AB09,triamcinolone,903963,10759,Triamcinolone
M05BA02,clodronic acid,19024249,3350,Clodronic Acid
N06AX17,milnacipran,19080226,588250,milnacipran
A03AB14,pipenzolate,19025284,33743,pipenzolate
D08AH02,chlorquinaldol,19095028,2407,Chlorquinaldol
J01FA02,spiramycin,19070251,9991,Spiramycin
V03AB01,ipecacuanha,1781321,5975,Ipecac
A01AB21,chlortetracycline,19095043,2408,Chlortetracycline
G04BD01,emepronium,19041852,3816,Emepronium
N06AB06,sertraline,739138,36437,Sertraline
G03AC01,norethisterone,1521369,7514,Norethindrone
N05AF05,zuclopenthixol,19010886,114176,Zuclopenthixol
C04AX07,vincamine,19008269,11201,Vincamine
N01AB07,desflurane,19002770,27340,desflurane
C01CX08,levosimendan,40173184,73107,Levosimendan
S01EX01,guanethidine,1366279,5036,Guanethidine
N07XX09,dimethyl fumarate,43526424,1373478,dimethyl fumarate
G02CB04,quinagolide,19024140,76887,quinagolide
J01FA08,troleandomycin,19006043,10864,Troleandomycin
N01BB04,prilocaine,951279,8686,Prilocaine
D10AE01,benzoyl peroxide,918172,1418,Benzoyl Peroxide
L04AA28,belatacept,40239665,1112973,belatacept
L02BG01,aminoglutethimide,1503057,677,Aminoglutethimide
N02CC01,sumatriptan,1140643,37418,Sumatriptan
C01DX13,efloxate,19057394,23852,efloxate
N06BX11,aniracetam,19032667,17939,aniracetam
P02CE01,levamisole,1389464,6371,Levamisole
L03AB06,interferon alfa-n1,19044394,202912,Interferon Alfa-n1
C01DX08,heptaminol,19068433,5254,Heptaminol
C01DA02,glyceryl trinitrate,1361711,4917,Nitroglycerin
A16AB05,laronidase,1543229,392509,Laronidase
C09AA07,benazepril,1335471,18867,benazepril
M02AA25,aceclofenac,19029393,16689,aceclofenac
N05AD03,melperone,19072088,29961,metylperon
A12CD01,sodium fluoride,19069022,9873,Sodium Fluoride
C04AA01,isoxsuprine,1384360,6066,Isoxsuprine
C07AA15,carteolol,950370,2116,Carteolol
A02BX06,proglumide,19052734,8730,Proglumide
N03AF02,oxcarbazepine,718122,32624,oxcarbazepine
J01DB04,cefazolin,1771162,2180,Cefazolin
S01GX06,emedastine,903893,28144,emedastine
C09AA09,fosinopril,1363749,50166,Fosinopril
J05AX07,enfuvirtide,1717002,139896,enfuvirtide
B02BB01,"fibrinogen, human",19044986,831503,fibrinogen concentrate (human)
C09AA13,moexipril,1310756,30131,moexipril
R01AB02,naphazoline,914533,7247,Naphazoline
G01AC05,dequalinium,19016063,3226,Dequalinium
V03AB32,glutathione,19061083,4890,Glutathione
C04AE01,ergoloid mesylates,745268,4024,"ergoloid mesylates, USP"
D09AA08,aluminium chlorohydrate,19030673,17610,aluminum chlorhydrate
P02CC01,pyrantel,1759270,8984,Pyrantel
A02BC06,dexlansoprazole,19039926,816346,dexlansoprazole
S01AE06,gatifloxacin,1789276,228476,gatifloxacin
S01CB05,fluorometholone,955583,4491,Fluorometholone
D07XB01,flumetasone,19055156,4458,Flumethasone
C02KX04,macitentan,44507580,1442132,Macitentan
A02AA01,magnesium carbonate,908464,29155,magnesium carbonate
R03DA04,theophylline,1237049,10438,Theophylline
M03BA02,carisoprodol,749910,2101,Carisoprodol
N07XX04,sodium oxybate,769935,9899,Sodium Oxybate
M01AB15,ketorolac,1136980,35827,Ketorolac
S01LA01,verteporfin,912803,118886,Verteporfin
R02AA03,dichlorobenzyl alcohol,19054875,22906,dichlorobenzyl alcohol
A11DA01,thiamine (vit B1),19137312,10454,Thiamine
J01XX02,xibornol,19102105,39823,xibornol
M02AA12,naproxen,1115008,7258,Naproxen
R02AB04,bacitracin,915175,1291,Bacitracin
C02DB02,hydralazine,1373928,5470,Hydralazine
L02AE05,histrelin,1366773,50975,histrelin
D05BB01,etretinate,19050554,4182,Etretinate
N04AA01,trihexyphenidyl,705178,10811,Trihexyphenidyl
L01XB01,procarbazine,1351779,8702,Procarbazine
L02BB02,nilutamide,1315286,31805,nilutamide
N06BC02,propentofylline,19096031,34644,propentofylline
G02CC01,ibuprofen,1177480,5640,Ibuprofen
A03FA06,clebopride,19050761,21224,clebopride
L01DB01,doxorubicin,1338512,3639,Doxorubicin
J01DD03,cefsulodin,19051345,2190,Cefsulodin
