vnr,Danish name,Active Substance,frequency,drugid,atccode,rxnorm_id,ingredient_concept_id,ingredient_concept_name
143396,Irgamid,,57,28100099755,,,,
3983,Isodur,,313,28103221701,,,,
3995,Isodur,,625,28103221701,,,,
557876,Isodur,,53,28101434091,,,,
4006,Isodur,,133,28103221601,,,,
4017,Isodur,,868,28103221601,,,,
557686,Isodur,Isosorbidmononitrat,184,28101434291,C01DA14,6057,1383815,Isosorbide
557686,Isodur,Isosorbidmononitrat,184,28101434291,C01DA14,28004,19069136,Isosorbide Mononitrate
86843,Isoptin,,100,28101043980,,,,
86801,Isoptin,,115,28100630473,,,,
178574,Isoptin,,46,28100445463,,,,
171924,Isoptin Retard,VERAPAMILHYDROCHLORID,57,28104698410,C08DA01,11170,1307863,Verapamil
559013,Isoptin Retard,VERAPAMILHYDROCHLORID,72,28101568093,C08DA01,11170,1307863,Verapamil
559021,Isoptin Retard,VERAPAMILHYDROCHLORID,247,28101568093,C08DA01,11170,1307863,Verapamil
111995,Isoptin Retard,VERAPAMILHYDROCHLORID,111,28104143307,C08DA01,11170,1307863,Verapamil
542803,Isoptin Retard,VERAPAMILHYDROCHLORID,27,28101181584,C08DA01,11170,1307863,Verapamil
478982,Isoptin Retard,VERAPAMILHYDROCHLORID,32,28101568193,C08DA01,11170,1307863,Verapamil
478990,Isoptin Retard,VERAPAMILHYDROCHLORID,75,28101568193,C08DA01,11170,1307863,Verapamil
508622,Isoptin Retard,VERAPAMILHYDROCHLORID,281,28101181584,C08DA01,11170,1307863,Verapamil
25054,"Isosorbidmononitrat ""Alternova""",Isosorbidmononitrat,32,28103553203,C01DA14,28004,19069136,Isosorbide Mononitrate
25054,"Isosorbidmononitrat ""Alternova""",Isosorbidmononitrat,32,28103553203,C01DA14,6057,1383815,Isosorbide
11947,"Isotretinoin ""Actavis""",Isotretinoin,111,28103147200,D10BA01,6064,984232,Isotretinoin
158685,"Isotretinoin ""Orifarm""",Isotretinoin,27,28103448502,D10BA01,6064,984232,Isotretinoin
526079,Isotrex,Isotretinoin,26,28101529792,D10AD04,6064,984232,Isotretinoin
24942,"Itraconazol ""Sandoz""",,41,28103767905,,,,
24953,"Itraconazol ""Sandoz""",,26,28103767905,,,,
2365,Izatax,,26,28103120499,,,,
2387,Izatax,,105,28103120499,,,,
143609,Janumet,"METFORMINHYDROCHLORID, Sitagliptinphosp",59,28104150707,A10BD07,,,
28121,Janumet,"METFORMINHYDROCHLORID, Sitagliptinphosp",95,28104150807,A10BD07,,,
143631,Janumet,"METFORMINHYDROCHLORID, Sitagliptinphosp",71,28104150807,A10BD07,,,
130640,Januvia,Sitagliptinphosphatmonohydrat,42,28103919106,A10BH01,593411,1580747,sitagliptin
76024,Januvia,Sitagliptinphosphatmonohydrat,368,28103919106,A10BH01,593411,1580747,sitagliptin
76033,Januvia,Sitagliptinphosphatmonohydrat,235,28103919106,A10BH01,593411,1580747,sitagliptin
37846,Kaleorid,KALIUMCHLORID,7882,28100493671,A12BA01,8591,19049105,Potassium Chloride
37853,Kaleorid,KALIUMCHLORID,12498,28100493671,A12BA01,8591,19049105,Potassium Chloride
95364,Kalinorm,,220,28100983378,,,,
122903,Kalinorm,,336,28100983378,,,,
122895,Kalinorm,,426,28100983378,,,,
428011,"Kaliumklorid ""DAK""",,38,28100963577,,,,
453423,"Kaliumklorid ""PS""",KALIUMCHLORID,110,28100814078,A12BA01,8591,19049105,Potassium Chloride
44339,"Kaliumklorid ""PS""",KALIUMCHLORID,509,28100814078,A12BA01,8591,19049105,Potassium Chloride
501460,Kaliumklorid Duretter,,28,28100655274,,,,
129916,"Karbamazepin ""DAK""",CARBAMAZEPIN,140,28100988878,N03AF01,2002,740275,Carbamazepine
178095,Kemadrin,PROCYCLIDINHYDROCHLORID,600,28100009555,N04AA04,8718,752276,Procyclidine
503722,Kenalog,,146,28100402162,,,,
178061,Kenalog,,81,28100412762,,,,
178004,Kenalog,TRIAMCINOLONACETONID,126,28100503566,H02AB08,10759,903963,Triamcinolone
177949,Kenalog,,47,28100281758,,,,
142349,Kenalog,,60,28100589371,,,,
177857,Kenalog med Salicylsyre,,197,28100473765,,,,
505867,Kenalog med Salicylsyre,,174,28100473765,,,,
78452,Keppra,Levetiracetam,26,28103356202,N03AX14,114477,711584,Levetiracetam
3140,Keppra,Levetiracetam,56,28103070299,N03AX14,114477,711584,Levetiracetam
3123,Keppra,Levetiracetam,71,28103070199,N03AX14,114477,711584,Levetiracetam
3112,Keppra,Levetiracetam,42,28103070199,N03AX14,114477,711584,Levetiracetam
17497,Keppra,Levetiracetam,29,28103070199,N03AX14,114477,711584,Levetiracetam
3078,Keppra,Levetiracetam,57,28103034298,N03AX14,114477,711584,Levetiracetam
133371,Kerlon,,33,28101312087,,,,
34686,Kerlon,,42,28101109082,,,,
83899,Kestine,EBASTIN,26,28101595194,R06AX22,23796,19092433,ebastine
83550,Kestine,EBASTIN,27,28101595194,R06AX22,23796,19092433,ebastine
30351,"Ketoconazol ""Alternova""",,33,28103793405,,,,
16557,"Ketoconazole Shampoo ""Actavis"" 2 %",KETOCONAZOL,397,28103470003,D01AC08,6135,985708,Ketoconazole
496745,Ketodur,,33,28101579993,,,,
496810,Ketodur,,156,28101580093,,,,
538363,Ketodur,,34,28101579993,,,,
460535,Ketodur,,32,28101579993,,,,
496794,Ketodur,,83,28101579993,,,,
24414,Ketogan,"Dimethylaminodiphenylbutenhydrochlorid,",199,28101012355,N02AG02,,,
496950,Ketogan,"Dimethylaminodiphenylbutenhydrochlorid,",1249,28101012355,N02AG02,,,
496968,Ketogan,"Dimethylaminodiphenylbutenhydrochlorid,",187,28101012355,N02AG02,,,
496851,Ketogan,,43,28100044555,,,,
497099,Ketogan,"Dimethylaminodiphenylbutenhydrochlorid,",793,28101012355,N02AG02,,,
177717,Ketogan,,63,28100044555,,,,
177667,Ketogan,"Dimethylaminodiphenylbutenhydrochlorid,",44,28101012255,N02AG02,,,
177626,Ketogan,"Dimethylaminodiphenylbutenhydrochlorid,",36,28101012355,N02AG02,,,
24281,Ketogan,"Dimethylaminodiphenylbutenhydrochlorid,",423,28101012355,N02AG02,,,
24273,Ketogan,"Dimethylaminodiphenylbutenhydrochlorid,",310,28101012355,N02AG02,,,
496935,Ketogan,"Dimethylaminodiphenylbutenhydrochlorid,",104,28101012255,N02AG02,,,
78980,Ketogan,"Dimethylaminodiphenylbutenhydrochlorid,",112,28101012355,N02AG02,,,
460485,"Ketoprofen ""Merck NM""",,40,28101335188,,,,
462077,"Ketoprofen ""Merck NM""",,33,28101335288,,,,
461988,"Ketoprofen ""Merck NM""",,37,28101335188,,,,
2064,Kezoral,,85,28103142600,,,,
490094,"Kinidin ""DAK""",,63,28100722576,,,,
479255,"Kinin ""Copyfarm""","QUININHYDROCHLORID, dihydrat",33,28104913411,P01BC01,9071,1760616,Quinine
557416,"Kinin ""DAK""","QUININHYDROCHLORID, dihydrat",177,28100722776,P01BC01,9071,1760616,Quinine
443200,"Kinin ""DAK""","QUININHYDROCHLORID, dihydrat",125,28100722776,P01BC01,9071,1760616,Quinine
519207,"Kinin ""DAK""",,81,28100722976,,,,
491787,"Kinin ""DAK""","QUININHYDROCHLORID, dihydrat",3328,28100722776,P01BC01,9071,1760616,Quinine
377242,Klacid,CLARITHROMYCIN,118,28101552793,J01FA09,21212,1750500,Clarithromycin
134338,Klacid,CLARITHROMYCIN,52,28101801896,J01FA09,21212,1750500,Clarithromycin
22624,Klacid,,71,28101757495,,,,
106021,Klacid,CLARITHROMYCIN,40,28101394190,J01FA09,21212,1750500,Clarithromycin
505040,Klacid Uno,CLARITHROMYCIN,208,28101886197,J01FA09,21212,1750500,Clarithromycin
505032,Klacid Uno,CLARITHROMYCIN,148,28101886197,J01FA09,21212,1750500,Clarithromycin
4230,Klaricid,,27,28103183500,,,,
113704,Klexane,ENOXAPARINNATRIUM,150,28101311887,B01AB05,67108,1301025,Enoxaparin
195388,Klimalet,,42,28101311787,,,,
449512,Klimaxil,,38,28101307387,,,,
494724,Kliogest,"ESTRADIOLHEMIHYDRAT, NORETHISTERONACETA",531,28101176884,G03FA01,,,
164840,"Klomipramin ""Mylan""",CLOMIPRAMINHYDROCHLORID,45,28101384189,N06AA04,2597,798834,Clomipramine
66563,"Klomipramin ""Mylan""",CLOMIPRAMINHYDROCHLORID,56,28101384089,N06AA04,2597,798834,Clomipramine
164829,"Klomipramin ""Mylan""",CLOMIPRAMINHYDROCHLORID,108,28101384089,N06AA04,2597,798834,Clomipramine
509737,"Kloramfenikol ""DAK""",CHLORAMPHENICOL,483,28100724276,S01AA01,2348,990069,Chloramphenicol
95893,"Kloramfenikol ""DAK""",CHLORAMPHENICOL,215,28100724176,S01AA01,2348,990069,Chloramphenicol
95885,"Kloramfenikol ""DAK""",CHLORAMPHENICOL,507,28100724176,S01AA01,2348,990069,Chloramphenicol
525220,"Kloramfenikol ViskÃ¸se ""DAK""",CHLORAMPHENICOL,246,28100821378,S01AA01,2348,990069,Chloramphenicol
443143,"Klorokinfosfat ""DAK""",,158,28100724876,,,,
509935,"Klorokinfosfat ""DAK""",,62,28100724876,,,,
510172,"Klorzoxazon ""DAK""",CHLORZOXAZON,37,28100725676,M03BB03,2410,795113,Chlorzoxazone
510222,"Kodamid ""DAK""","Caffein, CODEINPHOSPHATHEMIHYDRAT, Magn",60,28100725776,N02BA75,,,
510214,"Kodamid ""DAK""","Caffein, CODEINPHOSPHATHEMIHYDRAT, Magn",34,28100725776,N02BA75,,,
77689,"Kodein ""Alternova""",CODEINPHOSPHATHEMIHYDRAT,152,28104675410,R05DA04,2670,1201620,Codeine
594439,"Kodein ""Alternova""",CODEINPHOSPHATHEMIHYDRAT,396,28104675410,R05DA04,2670,1201620,Codeine
7095,"Kodein ""DAK""",CODEINPHOSPHATHEMIHYDRAT,1273,28100726176,R05DA04,2670,1201620,Codeine
510313,"Kodein ""DAK""",CODEINPHOSPHATHEMIHYDRAT,3457,28100726176,R05DA04,2670,1201620,Codeine
529524,"Kodein ""DAK""",CODEINPHOSPHATHEMIHYDRAT,69,28100726176,R05DA04,2670,1201620,Codeine
54320,"Kodein ""DAK""",CODEINPHOSPHATHEMIHYDRAT,627,28100726176,R05DA04,2670,1201620,Codeine
86772,"Kodein ""DAK""",CODEINPHOSPHATHEMIHYDRAT,143,28100726176,R05DA04,2670,1201620,Codeine
156034,Kodipar,"CODEINPHOSPHATHEMIHYDRAT, PARACETAMOL",191,28101204284,N02AA59,,,
82306,Kreon 10.000,Pankreaspulver,26,28101522492,A09AA02,7880,926487,Pancreatin
101644,Kreon 10.000,Pankreaspulver,25,28104652010,A09AA02,7880,926487,Pancreatin
40980,Kuracid,,48,28101271586,,,,
61706,Kuracid,RANITIDINHYDROCHLORID,115,28103801505,A02BA02,9143,961047,Ranitidine
41103,Kuracid,,261,28101279786,,,,
41012,Kuracid,,246,28101271586,,,,
61687,Kuracid,RANITIDINHYDROCHLORID,74,28103801405,A02BA02,9143,961047,Ranitidine
149732,Lacril,,269,28100489065,,,,
115967,Lafene,FENTANYL,25,28104554209,N02AB03,4337,1154029,Fentanyl
506956,"Laktulose ""MT""",,35,28100907076,,,,
48017,"Laktulose ""medic""",,113,28101843496,,,,
576744,"Laktulose ""medic""",,25,28101843496,,,,
394866,Lamictal,LAMOTRIGIN,78,28101583193,N03AX09,28439,705103,lamotrigine
411470,Lamictal,LAMOTRIGIN,59,28101390389,N03AX09,28439,705103,lamotrigine
411751,Lamictal,LAMOTRIGIN,154,28101390489,N03AX09,28439,705103,lamotrigine
32474,Lamictal,,34,28101748195,,,,
31351,Lamictal,LAMOTRIGIN,84,28101479091,N03AX09,28439,705103,lamotrigine
384602,Lamisil,,91,28101732194,,,,
116079,Lamisil,,35,28101711794,,,,
384610,Lamisil,,57,28101732194,,,,
116095,Lamisil,,40,28101711794,,,,
390070,Lamisil,,70,28101805196,,,,
559500,Lamisil,TERBINAFINHYDROCHLORID,101,28101409690,D01AE15,37801,1741309,terbinafine
49684,Lamisil,TERBINAFINHYDROCHLORID,113,28101409690,D01AE15,37801,1741309,terbinafine
69807,Lamisil,TERBINAFINHYDROCHLORID,47,28101409890,D01BA02,37801,1741309,terbinafine
49650,Lamisil,TERBINAFINHYDROCHLORID,96,28101409890,D01BA02,37801,1741309,terbinafine
69799,Lamisil,TERBINAFINHYDROCHLORID,311,28101409690,D01AE15,37801,1741309,terbinafine
422428,Lamisil,,35,28101822896,,,,
390088,Lamisil,,34,28101805196,,,,
22441,"Lamotrigin ""1A Farma""",LAMOTRIGIN,94,28103722504,N03AX09,28439,705103,lamotrigine
22401,"Lamotrigin ""1A Farma""",LAMOTRIGIN,32,28103722204,N03AX09,28439,705103,lamotrigine
22419,"Lamotrigin ""1A Farma""",LAMOTRIGIN,119,28103722404,N03AX09,28439,705103,lamotrigine
22430,"Lamotrigin ""1A Farma""",LAMOTRIGIN,61,28103722404,N03AX09,28439,705103,lamotrigine
22405,"Lamotrigin ""1A Farma""",LAMOTRIGIN,31,28103722304,N03AX09,28439,705103,lamotrigine
22452,"Lamotrigin ""1A Farma""",LAMOTRIGIN,58,28103722504,N03AX09,28439,705103,lamotrigine
60406,"Lamotrigin ""1A Farma""",LAMOTRIGIN,43,28103722404,N03AX09,28439,705103,lamotrigine
97124,"Lamotrigin ""Actavis""",,671,28103498103,,,,
97115,"Lamotrigin ""Actavis""",,85,28103498003,,,,
97133,"Lamotrigin ""Actavis""",,275,28103498203,,,,
23033,"Lamotrigin ""Actavis""",,30,28103498103,,,,
97106,"Lamotrigin ""Actavis""",,50,28103497903,,,,
43680,"Lamotrigin ""Alternova""",,26,28103516703,,,,
39082,"Lamotrigin ""Aurobindo""",LAMOTRIGIN,89,28104221807,N03AX09,28439,705103,lamotrigine
380710,"Lamotrigin ""Aurobindo""",LAMOTRIGIN,56,28104221907,N03AX09,28439,705103,lamotrigine
542489,"Lamotrigin ""Aurobindo""",LAMOTRIGIN,33,28104221707,N03AX09,28439,705103,lamotrigine
58923,"Lamotrigin ""BMM Pharma""",LAMOTRIGIN,53,28104059606,N03AX09,28439,705103,lamotrigine
58942,"Lamotrigin ""BMM Pharma""",LAMOTRIGIN,29,28104059706,N03AX09,28439,705103,lamotrigine
22870,"Lamotrigin ""Copyfarm""",LAMOTRIGIN,136,28103496103,N03AX09,28439,705103,lamotrigine
22867,"Lamotrigin ""Copyfarm""",LAMOTRIGIN,91,28103496003,N03AX09,28439,705103,lamotrigine
22868,"Lamotrigin ""Copyfarm""",LAMOTRIGIN,50,28103496203,N03AX09,28439,705103,lamotrigine
22675,"Lamotrigin ""Hexal""",LAMOTRIGIN,114,28103720804,N03AX09,28439,705103,lamotrigine
55250,"Lamotrigin ""Mylan""",LAMOTRIGIN,29,28103848805,N03AX09,28439,705103,lamotrigine
136673,"Lamotrigin ""Teva""",LAMOTRIGIN,58,28103871205,N03AX09,28439,705103,lamotrigine
136684,"Lamotrigin ""Teva""",LAMOTRIGIN,174,28103871305,N03AX09,28439,705103,lamotrigine
136695,"Lamotrigin ""Teva""",LAMOTRIGIN,125,28103871405,N03AX09,28439,705103,lamotrigine
588715,Lanatin,,33,28103094499,,,,
192382,"Lansoprazol ""Actavis""",LANSOPRAZOL,145,28103785805,A02BC03,17128,929887,lansoprazole
44327,"Lansoprazol ""Actavis""",LANSOPRAZOL,38,28103785805,A02BC03,17128,929887,lansoprazole
29525,"Lansoprazol ""Actavis""",,47,28103622203,,,,
29534,"Lansoprazol ""Actavis""",,29,28103622203,,,,
175945,"Lansoprazol ""Actavis""",LANSOPRAZOL,33,28103785805,A02BC03,17128,929887,lansoprazole
86562,"Lansoprazol ""Actavis""",,27,28103622203,,,,
86552,"Lansoprazol ""Actavis""",,123,28103622203,,,,
86543,"Lansoprazol ""Actavis""",,108,28103622203,,,,
86534,"Lansoprazol ""Actavis""",,64,28103622203,,,,
86525,"Lansoprazol ""Actavis""",,33,28103622103,,,,
86516,"Lansoprazol ""Actavis""",,43,28103622103,,,,
537649,"Lansoprazol ""Actavis""",LANSOPRAZOL,207,28103785805,A02BC03,17128,929887,lansoprazole
396787,"Lansoprazol ""Actavis""",LANSOPRAZOL,183,28103785805,A02BC03,17128,929887,lansoprazole
116107,"Lansoprazol ""Arrow""",LANSOPRAZOL,25,28103842805,A02BC03,17128,929887,lansoprazole
116164,"Lansoprazol ""Arrow""",LANSOPRAZOL,44,28103842905,A02BC03,17128,929887,lansoprazole
116153,"Lansoprazol ""Arrow""",LANSOPRAZOL,87,28103842905,A02BC03,17128,929887,lansoprazole
116141,"Lansoprazol ""Arrow""",LANSOPRAZOL,67,28103842905,A02BC03,17128,929887,lansoprazole
116118,"Lansoprazol ""Arrow""",LANSOPRAZOL,25,28103842805,A02BC03,17128,929887,lansoprazole
23223,"Lansoprazol ""HEXAL""",LANSOPRAZOL,39,28103789405,A02BC03,17128,929887,lansoprazole
23182,"Lansoprazol ""HEXAL""",LANSOPRAZOL,68,28103789405,A02BC03,17128,929887,lansoprazole
23212,"Lansoprazol ""HEXAL""",LANSOPRAZOL,197,28103789405,A02BC03,17128,929887,lansoprazole
23160,"Lansoprazol ""HEXAL""",LANSOPRAZOL,206,28103789405,A02BC03,17128,929887,lansoprazole
36906,"Lansoprazol ""KRKA""",LANSOPRAZOL,45,28103789105,A02BC03,17128,929887,lansoprazole
69596,"Lansoprazol ""KRKA""",LANSOPRAZOL,110,28103789105,A02BC03,17128,929887,lansoprazole
164595,"Lansoprazol ""KRKA""",LANSOPRAZOL,328,28103789205,A02BC03,17128,929887,lansoprazole
164584,"Lansoprazol ""KRKA""",LANSOPRAZOL,171,28103789205,A02BC03,17128,929887,lansoprazole
164573,"Lansoprazol ""KRKA""",LANSOPRAZOL,42,28103789205,A02BC03,17128,929887,lansoprazole
23993,"Lansoprazol ""KRKA""",LANSOPRAZOL,1484,28103789205,A02BC03,17128,929887,lansoprazole
23982,"Lansoprazol ""KRKA""",LANSOPRAZOL,334,28103789205,A02BC03,17128,929887,lansoprazole
23971,"Lansoprazol ""KRKA""",LANSOPRAZOL,168,28103789205,A02BC03,17128,929887,lansoprazole
23962,"Lansoprazol ""KRKA""",LANSOPRAZOL,94,28103789205,A02BC03,17128,929887,lansoprazole
23949,"Lansoprazol ""KRKA""",LANSOPRAZOL,257,28103789105,A02BC03,17128,929887,lansoprazole
23927,"Lansoprazol ""KRKA""",LANSOPRAZOL,35,28103789105,A02BC03,17128,929887,lansoprazole
457971,"Lansoprazol ""Medical Valley""",LANSOPRAZOL,25,28104660710,A02BC03,17128,929887,lansoprazole
176435,"Lansoprazol ""Medical Valley""",LANSOPRAZOL,106,28104660710,A02BC03,17128,929887,lansoprazole
74251,"Lansoprazol ""Orifarm""",LANSOPRAZOL,73,28103735404,A02BC03,17128,929887,lansoprazole
74261,"Lansoprazol ""Orifarm""",LANSOPRAZOL,129,28103735404,A02BC03,17128,929887,lansoprazole
74197,"Lansoprazol ""Orifarm""",LANSOPRAZOL,73,28103735504,A02BC03,17128,929887,lansoprazole
74215,"Lansoprazol ""Orifarm""",LANSOPRAZOL,252,28103735504,A02BC03,17128,929887,lansoprazole
74206,"Lansoprazol ""Orifarm""",LANSOPRAZOL,186,28103735504,A02BC03,17128,929887,lansoprazole
74224,"Lansoprazol ""Orifarm""",LANSOPRAZOL,274,28103735504,A02BC03,17128,929887,lansoprazole
484028,"Lansoprazol ""Pensa""",LANSOPRAZOL,31,28104883211,A02BC03,17128,929887,lansoprazole
517343,"Lansoprazol ""Pensa""",LANSOPRAZOL,188,28104883211,A02BC03,17128,929887,lansoprazole
578276,"Lansoprazol ""Pensa""",LANSOPRAZOL,56,28104883111,A02BC03,17128,929887,lansoprazole
157369,"Lansoprazol ""Pensa""",LANSOPRAZOL,65,28104883211,A02BC03,17128,929887,lansoprazole
28897,"Lansoprazol ""Stada""",LANSOPRAZOL,52,28103781305,A02BC03,17128,929887,lansoprazole
28888,"Lansoprazol ""Stada""",LANSOPRAZOL,91,28103781305,A02BC03,17128,929887,lansoprazole
126186,"Lansoprazol ""Stada""",LANSOPRAZOL,42,28103781305,A02BC03,17128,929887,lansoprazole
35315,"Lansoprazol ""Stada""",LANSOPRAZOL,34,28103781205,A02BC03,17128,929887,lansoprazole
121039,"Lansoprazol ""Teva""",,28,28103935406,,,,
22785,"Lansoprazol ""ratiopharm""",LANSOPRAZOL,96,28103713104,A02BC03,17128,929887,lansoprazole
22846,"Lansoprazol ""ratiopharm""",LANSOPRAZOL,39,28103713104,A02BC03,17128,929887,lansoprazole
22840,"Lansoprazol ""ratiopharm""",LANSOPRAZOL,48,28103713004,A02BC03,17128,929887,lansoprazole
22807,"Lansoprazol ""ratiopharm""",LANSOPRAZOL,155,28103713104,A02BC03,17128,929887,lansoprazole
22796,"Lansoprazol ""ratiopharm""",LANSOPRAZOL,314,28103713104,A02BC03,17128,929887,lansoprazole
87087,"Lansoprazol ""ratiopharm""",LANSOPRAZOL,43,28103713004,A02BC03,17128,929887,lansoprazole
4746,Lantus,Insulin glargin,37,28103065399,A10AE04,274783,1502905,Insulin Glargine
88270,Lantus Optiset,Insulin glargin,43,28103247201,A10AE04,274783,1502905,Insulin Glargine
26119,Lantus Solo Star,Insulin glargin,25,28104219807,A10AE04,274783,1502905,Insulin Glargine
87914,Lantus Solo Star,Insulin glargin,154,28104219807,A10AE04,274783,1502905,Insulin Glargine
81996,Lantus Solo Star,Insulin glargin,344,28104219807,A10AE04,274783,1502905,Insulin Glargine
154682,Lanzo,,26,28101906097,,,,
114090,Lanzo,,168,28101780995,,,,
109298,Lanzo,,32,28101821796,,,,
109173,Lanzo,,33,28101821796,,,,
502245,Lanzo,,36,28103011898,,,,
21568,Lanzo,,978,28101479391,,,,
135723,Lanzo,,125,28101780995,,,,
21667,Lanzo,,426,28101479391,,,,
114173,Lanzo,,232,28101780995,,,,
21394,Lanzo,,488,28101479391,,,,
592121,Lanzo,,81,28101479391,,,,
176917,Largactil,,33,28100032855,,,,
485516,Lasix,,77,28100439863,,,,
1295,Lasix,,27,28100439863,,,,
58735,Lasix Retard,FUROSEMID,105,28100993978,C03CA01,4603,956874,Furosemide
135491,Lasix Retard,FUROSEMID,32,28100993978,C03CA01,4603,956874,Furosemide
58768,Lasix Retard,FUROSEMID,295,28100994078,C03CA01,4603,956874,Furosemide
135509,Lasix Retard,FUROSEMID,104,28100994078,C03CA01,4603,956874,Furosemide
163196,Lasix Retard,FUROSEMID,25,28100993978,C03CA01,4603,956874,Furosemide
185049,"Latanoprost ""Actavis""",LATANOPROST,58,28104520909,S01EE01,43611,954688,latanoprost
406871,"Latanoprost ""Actavis""",LATANOPROST,50,28104520909,S01EE01,43611,954688,latanoprost
107109,"Latanoprost ""Pfizer""",LATANOPROST,27,28104721810,S01EE01,43611,954688,latanoprost
578513,"Latanoprost ""Sandoz""",LATANOPROST,117,28104441008,S01EE01,43611,954688,latanoprost
427765,Laxoberal,NATRIUMPICOSULFAT,287,28100924377,A06AB08,33688,19025115,picosulfate sodium
7495,Laxoberal,NATRIUMPICOSULFAT,26,28103261201,A06AB08,33688,19025115,picosulfate sodium
54593,Laxoberal,NATRIUMPICOSULFAT,47,28100924377,A06AB08,33688,19025115,picosulfate sodium
551572,Lederspan,TRIAMCINOLONHEXACETONID,217,28100583470,H02AB08,10759,903963,Triamcinolone
95943,Legederm,,70,28101140983,,,,
30627,Leponex,CLOZAPIN,40,28100643574,N05AH02,2626,800878,Clozapine
60912,"Lercanidipinhydrochlorid ""Actavis""",LERCANIDIPINHYDROCHLORID,172,28104283908,C08CA13,135056,19015802,lercanidipine
61056,"Lercanidipinhydrochlorid ""Actavis""",LERCANIDIPINHYDROCHLORID,68,28104284008,C08CA13,135056,19015802,lercanidipine
411642,Lercatio,LERCANIDIPINHYDROCHLORID,68,28104283008,C08CA13,135056,19015802,lercanidipine
563684,Lescol,FLUVASTATINNATRIUM,64,28101527692,C10AA04,41127,1549686,fluvastatin
175851,Leukeran,,31,28100532767,,,,
15343,Levemir,Insulin detemir,762,28103680904,A10AE05,139825,1516976,insulin detemir
98651,Levemir,Insulin detemir,35,28103680904,A10AE05,139825,1516976,insulin detemir
92851,Levemir,Insulin detemir,43,28103680904,A10AE05,139825,1516976,insulin detemir
15448,Levemir,Insulin detemir,154,28103448302,A10AE05,139825,1516976,insulin detemir
25090,Levemir,Insulin detemir,316,28103680904,A10AE05,139825,1516976,insulin detemir
123798,"Levodopa/Benserazid ""Teva""","Benserazidhydrochlorid, LEVODOPA",29,28104038206,N04BA02,,,
123787,"Levodopa/Benserazid ""Teva""","Benserazidhydrochlorid, LEVODOPA",147,28104038106,N04BA02,,,
20947,"Levodopa/carbidopa ""Teva""","CARBIDOPAMONOHYDRAT, LEVODOPA",37,28103646204,N04BA02,,,
504902,Lexotan,BROMAZEPAM,28,28100651874,N05BA08,1749,19030353,Bromazepam
94821,Link,,29,28101113382,,,,
557231,Link,,28,28101107982,,,,
448688,Lioresal,BACLOFEN,39,28101000672,M03BX01,1292,715233,Baclofen
416073,Lioresal,BACLOFEN,25,28100607472,M03BX01,1292,715233,Baclofen
448670,Lioresal,BACLOFEN,30,28100607472,M03BX01,1292,715233,Baclofen
418830,Lioresal,BACLOFEN,61,28101315187,M03BX01,1292,715233,Baclofen
20583,Lipitor,,29,28103677704,,,,
75223,Lipitor,,40,28103991106,,,,
169874,Lipitor,,27,28104412708,,,,
24959,Lipitor,,63,28103794305,,,,
24955,Lipitor,,29,28103794205,,,,
24951,Lipitor,,50,28103794305,,,,
442129,Lipobay,,27,28101878997,,,,
17538,Lisinoplus,"HYDROCHLORTHIAZID, LISINOPRILDIHYDRAT",57,28103575303,C09BA03,,,
7118,"Lisinopril ""Actavis""",LISINOPRILDIHYDRAT,69,28103240201,C09AA03,29046,1308216,Lisinopril
7129,"Lisinopril ""Actavis""",LISINOPRILDIHYDRAT,141,28103240301,C09AA03,29046,1308216,Lisinopril
6787,"Lisinopril ""Actavis""",LISINOPRILDIHYDRAT,30,28103240101,C09AA03,29046,1308216,Lisinopril
7107,"Lisinopril ""Actavis""",LISINOPRILDIHYDRAT,175,28103240201,C09AA03,29046,1308216,Lisinopril
15046,"Lisinopril ""Arrow""",,40,28103390602,,,,
16548,"Lisinopril-hydrochlorthiazid ""Actavis""","HYDROCHLORTHIAZID, LISINOPRILDIHYDRAT",72,28103395202,C09BA03,,,
19086,"Lisinopril/Hydrochlorthiazid ""Sandoz""","HYDROCHLORTHIAZID, LISINOPRILDIHYDRAT",60,28103394302,C09BA03,,,
19126,"Lisinopril/Hydrochlorthiazid ""Sandoz""","HYDROCHLORTHIAZID, LISINOPRILDIHYDRAT",45,28103394102,C09BA03,,,
143800,Litarex,LITHIUMCITRAT,2151,28100599871,N05AN01,52105,767410,lithium citrate
143800,Litarex,LITHIUMCITRAT,2151,28100599871,N05AN01,6448,19124477,Lithium
143800,Litarex,LITHIUMCITRAT,2151,28100599871,N05AN01,42351,751246,Lithium Carbonate
532101,"Litiumkarbonat ""OBA""",LITHIUMCARBONAT,98,28100731076,N05AN01,42351,751246,Lithium Carbonate
512715,"Litiumkarbonat ""OBA""",LITHIUMCARBONAT,46,28100731076,N05AN01,42351,751246,Lithium Carbonate
512715,"Litiumkarbonat ""OBA""",LITHIUMCARBONAT,46,28100731076,N05AN01,52105,767410,lithium citrate
532101,"Litiumkarbonat ""OBA""",LITHIUMCARBONAT,98,28100731076,N05AN01,6448,19124477,Lithium
512715,"Litiumkarbonat ""OBA""",LITHIUMCARBONAT,46,28100731076,N05AN01,6448,19124477,Lithium
532101,"Litiumkarbonat ""OBA""",LITHIUMCARBONAT,98,28100731076,N05AN01,52105,767410,lithium citrate
87114,Livial,TIBOLON,63,28101213685,G03CX01,38260,19041933,tibolone
