vnr,drug_concept_id,concept_class_id,pname,frequency,strnum,strunut,dosf_lt,concept_name,note
510222,,Not Mapped*,"Kodamid ""DAK""",60,,,tabletter,,N02BA75
142349,40082724,Clinical Drug Form,Kenalog,60,0.1,PC,kutanopløsning,Salicylic Acid / Triamcinolone Topical Solution,""
52895,,Not Mapped*,"Losartankalium/hydrochlorthiazid ""Teva""",60,,,filmovertrukne tabletter,,C09DA01
1340,1189760,Clinical Drug,Vioxx,60,12.5,MG,tabletter,rofecoxib 12.5 MG Oral Tablet,""
534990,19069136,Ingredient,Imdur,60,60,MG,depottabletter (duretter),Isosorbide Mononitrate,""
382457,40228214,Clinical Drug,Zyrtec,60,10,MG,tabletter,cetirizine hydrochloride 10 MG Oral Tablet,""
14203,715940,Clinical Drug,Cipralex,59,10,MG,filmovertrukne tabletter,Escitalopram 10 MG Oral Tablet,""
154761,19103820,Clinical Drug,"Venlafaxin ""Actavis""",59,150,MG,"depotkapsler, hårde",venlafaxine 150 MG Extended Release Oral Capsule,""
390427,1539411,Clinical Drug,Zocor,59,20,MG,filmovertrukne tabletter,Simvastatin 20 MG Oral Tablet,""
467361,785821,Clinical Drug,"Olanzapin ""Actavis""",59,10,MG,filmovertrukne tabletter,olanzapine 10 MG Oral Tablet,""
60296,40185304,Clinical Drug,Cozaar,59,50,MG,filmovertrukne tabletter,Losartan Potassium 50 MG Oral Tablet,""
459867,19004047,Clinical Drug,Cyklokapron,59,500,MG,filmovertrukne tabletter,Tranexamic Acid 500 MG Oral Tablet,""
169695,40185276,Clinical Drug,"Losartankalium ""Orifarm""",59,100,MG,filmovertrukne tabletter,Losartan Potassium 100 MG Oral Tablet,""
11551,1167323,Clinical Drug,"Allopurinol ""DAK""",59,100,MG,tabletter,Allopurinol 100 MG Oral Tablet,""
168112,19022286,Clinical Drug,Nozinan,59,25,MG,tabletter,Methotrimeprazine 25 MG Oral Tablet,""
101691,1318887,Clinical Drug,Adalat Oros,59,20,MG,depottabletter,Nifedipine 20 MG Extended Release Oral Tablet,""
101070,19112979,Clinical Drug,"Nifedipin ""Alternova""",59,30,MG,depottabletter,Nifedipine 30 MG Extended Release Oral Tablet,""
12439,40167431,Clinical Drug,"Buspiron ""Actavis""",59,10,MG,tabletter,buspirone hydrochloride 10 MG Oral Tablet,""
12986,1309992,Clinical Drug,Cordan,59,200,MG,tabletter,Amiodarone hydrochloride 200 MG Oral Tablet,""
179606,40163312,Clinical Drug,Inderal,59,10,MG,filmovertrukne tabletter,Propranolol Hydrochloride 10 MG Oral Tablet,""
166530,785815,Clinical Drug,Zyprexa,59,20,MG,overtrukne tabletter,olanzapine 20 MG Oral Tablet,""
550162,797632,Clinical Drug,"Citalopram ""Sandoz""",59,10,MG,filmovertrukne tabletter,Citalopram 10 MG Oral Tablet,""
428524,40066267,Clinical Drug Form,Elocon,59,0.1,PC,salve,Mometasone / Salicylic Acid Topical Ointment,""
428524,40132043,Clinical Drug Form,Elocon,59,0.1,PC,salve,Mometasone Topical Ointment,""
426486,43012833,Clinical Drug Form,Brentan,59,20,MGG,creme,Miconazole / Triclosan Topical Cream,""
426486,40063384,Clinical Drug Form,Brentan,59,20,MGG,creme,Miconazole / Zinc Oxide Topical Cream,""
426486,40063807,Clinical Drug Form,Brentan,59,20,MGG,creme,Miconazole Topical Cream,""
426486,40244297,Clinical Drug Form,Brentan,59,20,MGG,creme,dimethicone / Miconazole / Zinc Oxide Topical Cream,""
426486,40015676,Clinical Drug Form,Brentan,59,20,MGG,creme,Benzoyl Peroxide / Miconazole Topical Cream,""
426486,40018139,Clinical Drug Form,Brentan,59,20,MGG,creme,Betamethasone / Gentamicin Sulfate (USP) / Miconazole Topical Cream,""
426486,40042577,Clinical Drug Form,Brentan,59,20,MGG,creme,FLUPREDNIDENE / Miconazole Topical Cream,""
426486,40046783,Clinical Drug Form,Brentan,59,20,MGG,creme,Hydrocortisone / Miconazole Topical Cream,""
9910,1729720,Ingredient,Calcipen,59,75000,IUM,pulver til mikstur,Penicillin V,""
143609,,Not Mapped*,Janumet,59,,,filmovertrukne tabletter,,A10BD07
116384,19102169,Clinical Drug,Triatec,59,1.25,MG,tabletter,Ramipril 1.25 MG Oral Tablet,""
115568,1305450,Clinical Drug,Aldomet,59,250,MG,filmovertrukne tabletter,Methyldopa 250 MG Oral Tablet,""
411470,705152,Clinical Drug,Lamictal,59,50,MG,tabletter,lamotrigine 50 MG Oral Tablet,""
37432,40228214,Clinical Drug,Zyrtec,59,10,MG,filmovertrukne tabletter,cetirizine hydrochloride 10 MG Oral Tablet,""
7030,1703745,Clinical Drug,"Aciclovir ""HEXAL""",59,200,MG,tabletter,Acyclovir 200 MG Oral Tablet,""
149108,19134120,Clinical Drug,Dolol Retard UNO,59,100,MG,"depotkapsler, hårde",tramadol hydrochloride 100 MG Extended Release Oral Capsule,""
155648,19078728,Clinical Drug,Sporanox,59,100,MG,kapsler,Itraconazole 100 MG Oral Capsule,""
1304,718129,Clinical Drug,Apydan,58,600,MG,tabletter,oxcarbazepine 600 MG Oral Tablet,""
417329,19019338,Clinical Drug,Nizax,58,300,MG,kapsler,Nizatidine 300 MG Oral Capsule,""
506584,1353780,Clinical Drug,Plendil,58,2.5,MG,depottabletter,Felodipine 2.5 MG Extended Release Oral Tablet,""
381814,19108542,Clinical Drug Comp,Mucomyst,58,200,MG,brusetabletter,Acetylcysteine 200 MG,""
452209,19080217,Clinical Drug,"Pantoprazole ""Teva""",58,40,MG,enterotabletter,pantoprazole 40 MG Delayed Release Oral Tablet,""
505255,1186022,Clinical Drug Comp,Orudis,58,50,MG,"kapsler, hårde",Ketoprofen 50 MG,""
117550,19133729,Clinical Drug,Seroquel Prolong,58,50,MG,depottabletter,quetiapine 50 MG Extended Release Oral Tablet,""
91686,40165773,Clinical Drug,Renitec,58,20,MG,tabletter,Enalapril Maleate 20 MG Oral Tablet,""
19898,1360411,Clinical Drug Comp,"Glucosamin ""Jemo""",58,400,MG,filmovertrukne tabletter,Glucosamine 400 MG,""
579144,40167207,Clinical Drug,Selo-zok,58,200,MG,depottabletter,metoprolol succinate 200 MG Extended Release Oral Tablet,""
19898,19132996,Clinical Drug Comp,"Glucosamin ""Jemo""",58,400,MG,filmovertrukne tabletter,Glucosamine hydrochloride 400 MG,""
11115,40228214,Clinical Drug,"Cetirizin ""Copyfarm""",58,10,MG,filmovertrukne tabletter,cetirizine hydrochloride 10 MG Oral Tablet,""
136673,705152,Clinical Drug,"Lamotrigin ""Teva""",58,50,MG,tabletter,lamotrigine 50 MG Oral Tablet,""
410175,1353780,Clinical Drug,Plendil,58,2.5,MG,depottabletter,Felodipine 2.5 MG Extended Release Oral Tablet,""
9637,1314008,Clinical Drug,"Atenolol ""Sandoz""",58,50,MG,tabletter,Atenolol 50 MG Oral Tablet,""
4903,785821,Clinical Drug,Zyprexa,58,10,MG,overtrukne tabletter,olanzapine 10 MG Oral Tablet,""
172957,19003545,Clinical Drug,Burinex,58,5,MG,tabletter,Bumetanide 5 MG Oral Tablet,""
72402,40163429,Clinical Drug,Bricanyl Turbuhaler,58,0.5,MGD,inhalationspulver,Terbutaline Sulfate 0.5 MG Inhalant Powder,""
81152,739207,Clinical Drug,"Sertralin ""Teva""",58,100,MG,filmovertrukne tabletter,Sertraline 100 MG Oral Tablet,""
28964,1332419,Clinical Drug,"Amlodipin ""Sandoz""",58,5,MG,tabletter,Amlodipine 5 MG Oral Tablet,""
14470,40162326,Clinical Drug,"Diclofenac Retard ""Actavis""",58,100,MG,depottabletter,Diclofenac Sodium 100 MG Extended Release Oral Tablet,""
534743,19079718,Clinical Drug,Sinalfa,58,5,MG,tabletter,Terazosin 5 MG Oral Tablet,""
12123,19125704,Clinical Drug,"Felodipin ""HEXAL""",58,10,MG,depottabletter,Felodipine 10 MG Extended Release Oral Tablet,""
156154,1548195,Ingredient,Vagifem,58,25,RG,vaginaltabletter,Estradiol,""
445676,19080097,Clinical Drug,Oruvail,58,200,MG,depotkapsler,Ketoprofen 200 MG Extended Release Oral Capsule,""
412205,1140127,Clinical Drug Comp,Benadryl,58,8,MG,"kapsler, hårde",acrivastine 8 MG,""
87379,19061586,Clinical Drug,Ovestin,58,1,MG,tabletter,Estriol 1 MG Oral Tablet,""
13907,1596977,Ingredient,Mixtard 30 Penfill,58,100,IUM,"injektionsvæske, suspension, cylinderampul","Regular Insulin, Human",""
12524,1107882,Clinical Drug,Mildin,58,10,MG,tabletter,Loratadine 10 MG Oral Tablet,""
425736,40162390,Clinical Drug Comp,Pevaryl,58,150,MG,vagitorier,Econazole Nitrate 150 MG,""
81798,19075394,Clinical Drug,"Citalopram ""Teva""",58,40,MG,filmovertrukne tabletter,Citalopram 40 MG Oral Tablet,""
16789,46274401,Ingredient,Didronel,58,200,MG,tabletter,Etidronic Acid,""
546051,,Not Mapped*,Alk (225) Phleum Pratense,58,100000,SQM,"injektionsvæske, suspension",,V01AA02
31559,40058404,Clinical Drug Form,Flixonase,58,50,RGD,næsespray,fluticasone Nasal Spray,""
421016,19074247,Clinical Drug,Dulcolax,58,5,MG,enterotabletter,Bisacodyl 5 MG Delayed Release Oral Tablet,""
22452,705110,Clinical Drug,"Lamotrigin ""1A Farma""",58,200,MG,tabletter,lamotrigine 200 MG Oral Tablet,""
185049,40058182,Clinical Drug Form,"Latanoprost ""Actavis""",58,50,RGM,"øjendråber, opløsning",latanoprost / Timolol Ophthalmic Solution,""
185049,40058188,Clinical Drug Form,"Latanoprost ""Actavis""",58,50,RGM,"øjendråber, opløsning",latanoprost Ophthalmic Solution,""
95262,40162878,Clinical Drug,"Bisoprolol ""Sandoz""",58,5,MG,filmovertrukne tabletter,Bisoprolol Fumarate 5 MG Oral Tablet,""
162156,40162672,Clinical Drug,Saroten,58,10,MG,tabletter,Amitriptyline Hydrochloride 10 MG Oral Tablet,""
23841,939259,Ingredient,Rhinocort aqua,58,64,RGD,"næsespray, suspension",Budesonide,""
384321,19077577,Clinical Drug,Lopid,57,600,MG,filmovertrukne tabletter,Gemfibrozil 600 MG Oral Tablet,""
85792,40222446,Clinical Drug,Prolia,57,60,MGM,"injektionsvæske, opløsning",denosumab 60 MG/ML Injectable Solution,""
1068,,Not Mapped*,Sinemet Depot Mite,57,,,depottabletter,,N04BA02
43148,19073093,Clinical Drug,Amlori,57,10,MG,tabletter,Amlodipine 10 MG Oral Tablet,""
126294,19004043,Clinical Drug,Hjerdyl,57,75,MG,tabletter,Aspirin 75 MG Oral Tablet,""
44107,40057251,Clinical Drug Form,Locasyn Nasal,57,25,RGD,næsespray,flunisolide Nasal Spray,""
10980,19125704,Clinical Drug,"Felodipin ""Teva""",57,10,MG,depottabletter,Felodipine 10 MG Extended Release Oral Tablet,""
176479,40163075,Clinical Drug,Anafranil Retard,57,75,MG,depottabletter,Clomipramine Hydrochloride 75 MG Extended Release Oral Tablet,""
171924,40171849,Clinical Drug,Isoptin Retard,57,120,MG,depottabletter,Verapamil hydrochloride 120 MG Extended Release Oral Tablet,""
520379,1316269,Clinical Drug,Viagra,57,100,MG,filmovertrukne tabletter,sildenafil 100 MG Oral Tablet,""
20992,40049453,Clinical Drug Form,Coversyl Novum,57,5,MG,filmovertrukne tabletter,Indapamide / Perindopril Oral Tablet,""
384610,1741402,Clinical Drug,Lamisil,57,250,MG,tabletter,terbinafine 250 MG Oral Tablet,""
143396,,Not Mapped*,Irgamid,57,15,PC,øjensalve,,S01AB03
17538,,Not Mapped*,Lisinoplus,57,,,tabletter,,C09BA03
9462,19063875,Clinical Drug,Roximstad,57,150,MG,filmovertrukne tabletter,Roxithromycin 150 MG Oral Tablet,""
394726,40019974,Clinical Drug Form,Oxis Turbuhaler,57,4.5,RGD,inhalationspulver,Budesonide / formoterol Inhalant Powder,""
527614,19079658,Clinical Drug,Spiron,57,25,MG,tabletter,Spironolactone 25 MG Oral Tablet,""
162123,40162717,Clinical Drug,Saroten,57,25,MG,tabletter,Amitriptyline Hydrochloride 25 MG Oral Tablet,""
70284,,Not Mapped*,Capozid,57,,,tabletter,,C09BA01
142000,19019273,Clinical Drug,"Naproxen ""Mylan""",57,500,MG,tabletter,Naproxen 500 MG Oral Tablet,""
3078,711588,Clinical Drug,Keppra,57,250,MG,filmovertrukne tabletter,Levetiracetam 250 MG Oral Tablet,""
22515,40164024,Clinical Drug,"Alfuzosin ""1A Farma""",57,10,MG,depottabletter,Alfuzosin hydrochloride 10 MG Extended Release Oral Tablet,""
72507,,Not Mapped*,Losazid,57,,,filmovertrukne tabletter,,C09DA01
164871,968609,Clinical Drug Comp,Asacol,57,500,MG,suppositorier,mesalamine 500 MG,""
394726,40124439,Clinical Drug Form,Oxis Turbuhaler,57,4.5,RGD,inhalationspulver,formoterol Inhalant Powder,""
77205,,Not Mapped*,Daivobet,57,,,salve,,D05AX52
503433,1734107,Clinical Drug,Zitromax,57,250,MG,kapsler,Azithromycin 250 MG Oral Capsule,""
13379,1734134,Clinical Drug,Zitromax,57,500,MG,filmovertrukne tabletter,Azithromycin 500 MG Oral Tablet,""
42997,40058407,Clinical Drug Form,"Fluticasonpropionat ""Teva""",57,50,RGD,"næsespray, suspension",fluticasone Nasal Suspension,""
13273,40026720,Clinical Drug Form,"Desmopressin ""Actavis""",57,10,RGD,"næsespray, opløsning",desmopressin Nasal Spray,""
132495,916006,Clinical Drug,Vesicare,57,5,MG,filmovertrukne tabletter,solifenacin succinate 5 MG Oral Tablet,""
20992,45892980,Clinical Drug Form,Coversyl Novum,57,5,MG,filmovertrukne tabletter,Amlodipine / Perindopril Oral Tablet,""
566373,19005148,Clinical Drug,Nozinan,57,100,MG,filmovertrukne tabletter,Methotrimeprazine 100 MG Oral Tablet,""
58438,19107106,Clinical Drug,Quitaxon,57,25,MG,tabletter,Doxepin 25 MG Oral Tablet,""
447755,1308250,Clinical Drug,Zestril,57,2.5,MG,tabletter,Lisinopril 2.5 MG Oral Tablet,""
8215,1332419,Clinical Drug,Amlomas,57,5,MG,tabletter,Amlodipine 5 MG Oral Tablet,""
444430,,Not Mapped*,"Madopar Quick 62,5",57,,,dispergible tabletter,,N04BA02
20992,40068357,Clinical Drug Form,Coversyl Novum,57,5,MG,filmovertrukne tabletter,Perindopril Oral Tablet,""
16192,1332419,Clinical Drug,"Amlodipin ""ratiopharm""",56,5,MG,tabletter,Amlodipine 5 MG Oral Tablet,""
380710,705110,Clinical Drug,"Lamotrigin ""Aurobindo""",56,200,MG,tabletter,lamotrigine 200 MG Oral Tablet,""
51011,43526550,Clinical Drug Comp,Zovir,56,50,MGG,creme,Acyclovir 50 MG,""
162949,1755074,Clinical Drug Comp,"Fluconazol ""Aurobindo""",56,150,MG,"kapsler, hårde",Fluconazole 150 MG,""
197251,40171905,Clinical Drug,Geangin,56,40,MG,tabletter,Verapamil hydrochloride 40 MG Oral Tablet,""
90134,1328689,Clinical Drug,Cardizem,56,30,MG,filmovertrukne tabletter,Diltiazem Hydrochloride 30 MG Oral Tablet,""
13244,1363086,Clinical Drug,"Doxazosin Retard ""Arrow""",56,4,MG,depottabletter,Doxazosin 4 MG Extended Release Oral Tablet,""
38174,722071,Clinical Drug,Seroxat,56,20,MG,filmovertrukne tabletter,Paroxetine 20 MG Oral Tablet,""
5722,1125113,Clinical Drug Comp,Oxynorm,56,20,MG,"kapsler, hårde",Oxycodone 20 MG,""
43762,40164946,Clinical Drug,"Metformin ""1A Farma""",56,850,MG,filmovertrukne tabletter,Metformin hydrochloride 850 MG Oral Tablet,""
66563,40163059,Clinical Drug,"Klomipramin ""Mylan""",56,10,MG,filmovertrukne tabletter,Clomipramine Hydrochloride 10 MG Oral Tablet,""
129674,1539411,Clinical Drug,"Simvastatin ""Teva""",56,20,MG,filmovertrukne tabletter,Simvastatin 20 MG Oral Tablet,""
129098,19079155,Clinical Drug,Zyprexa,56,7.5,MG,overtrukne tabletter,olanzapine 7.5 MG Oral Tablet,""
419041,19061770,Clinical Drug,Imadrax,56,750,MG,filmovertrukne tabletter,Amoxicillin 750 MG Oral Tablet,""
14407,1154080,Clinical Drug,Maxalt Smelt,56,10,MG,smeltetabletter,rizatriptan 10 MG Disintegrating Oral Tablet,""
114664,,Not Mapped*,Epiduo,56,,,gel,,D10AD53
558782,19063876,Clinical Drug,"Roxithromycin ""Orifarm""",56,300,MG,filmovertrukne tabletter,Roxithromycin 300 MG Oral Tablet,""
23726,1539407,Clinical Drug,"Simvastatin ""KRKA""",56,40,MG,filmovertrukne tabletter,Simvastatin 40 MG Oral Tablet,""
104836,968426,Ingredient,Pentasa,56,1,G,"rektalvæske, suspension, enkeltdosisbeholder",mesalamine,""
482331,19079112,Clinical Drug,Zoroxin,56,3,MGM,"øjendråber, opløsning",Norfloxacin 3 MG/ML Ophthalmic Solution,""
416513,1140650,Clinical Drug,"Sumatriptan ""Actavis""",56,50,MG,overtrukne tabletter,Sumatriptan 50 MG Oral Tablet,""
106128,1115572,Ingredient,Beconase,56,50,RGD,"næsespray, suspension",Beclomethasone,""
4842,40165789,Clinical Drug,"Enalapril ""1A Farma""",56,5,MG,tabletter,Enalapril Maleate 5 MG Oral Tablet,""
6811,40165789,Clinical Drug,Enacodan,56,5,MG,tabletter,Enalapril Maleate 5 MG Oral Tablet,""
5722,40232726,Clinical Drug Comp,Oxynorm,56,20,MG,"kapsler, hårde",Oxycodone Hydrochloride 20 MG,""
597575,940864,Ingredient,Pevaryl,56,10,MGG,pudder,Econazole,""
37678,40007077,Clinical Drug Form,"Alendronat ""Mylan""",56,70,MG,tabletter,Alendronic acid / Cholecalciferol Oral Tablet,""
37678,40007090,Clinical Drug Form,"Alendronat ""Mylan""",56,70,MG,tabletter,Alendronic acid Oral Tablet,""
40023,19019418,Clinical Drug,"Omeprazol ""Copyfarm""",56,20,MG,"enterokapsler, hårde",Omeprazole 20 MG Delayed Release Oral Capsule,""
37678,40139800,Clinical Drug Form,"Alendronat ""Mylan""",56,70,MG,tabletter,Alendronic acid Oral Tablet,""
37678,40173582,Clinical Drug Form,"Alendronat ""Mylan""",56,70,MG,tabletter,Alendronate / Cholecalciferol Oral Tablet,""
80824,19070747,Clinical Drug,"Mirtazapin ""Actavis""",56,15,MG,smeltetabletter,Mirtazapine 15 MG Disintegrating Oral Tablet,""
37678,40173617,Clinical Drug Form,"Alendronat ""Mylan""",56,70,MG,tabletter,Alendronate Oral Tablet,""
4876,722071,Clinical Drug,"Paroxetin ""1A Farma""",56,20,MG,filmovertrukne tabletter,Paroxetine 20 MG Oral Tablet,""
3140,19078781,Clinical Drug,Keppra,56,750,MG,filmovertrukne tabletter,Levetiracetam 750 MG Oral Tablet,""
444075,1362236,Clinical Drug Comp,Nitrolingual,56,0.4,MGD,sublingualspray,Nitroglycerin 0.4 MG,""
440183,1545996,Clinical Drug,"Atorvastatin ""Pfizer""",56,40,MG,filmovertrukne tabletter,atorvastatin 40 MG Oral Tablet,""
444075,19086049,Clinical Drug Comp,Nitrolingual,56,0.4,MGD,sublingualspray,Nitroglycerin 0.4 MG/ACTUAT,""
578276,929953,Clinical Drug,"Lansoprazol ""Pensa""",56,15,MG,"enterokapsler, hårde",lansoprazole 15 MG Delayed Release Oral Capsule,""
49524,,Not Mapped*,DuoTrav,56,,,"øjendråber, opløsning",,S01ED51
162628,,Not Mapped*,Rontyl med Kaliumklorid,56,,,tabletter,,C03AB02
40360,44818321,Clinical Drug,Zantac,55,150,MG,brusetabletter,Ranitidine 150 MG Effervescent Oral Tablet,""
517755,19023424,Clinical Drug,NovoNorm,55,1,MG,tabletter,repaglinide 1 MG Oral Tablet,""
420372,1747296,Clinical Drug,Abboticin,55,500,MG,filmovertrukne tabletter,Erythromycin Estolate 500 MG Oral Tablet,""
406751,1178727,Clinical Drug,Confortid,55,25,MG,"kapsler, hårde",Indomethacin 25 MG Extended Release Oral Capsule,""
46086,,Not Mapped*,Decadron med Neomycin,55,,,øjen- og øredråber,,S03CA01
62265,40162306,Clinical Drug Comp,Voltaren,55,50,MG,suppositorier,Diclofenac Potassium 50 MG,""
116062,19019418,Clinical Drug,"Omeprazol ""Bluefish""",55,20,MG,"enterokapsler, hårde",Omeprazole 20 MG Delayed Release Oral Capsule,""
16318,734397,Clinical Drug Comp,Lyrica,55,75,MG,"kapsler, hårde",pregabalin 75 MG,""
179135,1332419,Clinical Drug,Norvas,55,5,MG,tabletter,Amlodipine 5 MG Oral Tablet,""
5837,,Not Mapped*,Teveten Comp,55,,,filmovertrukne tabletter,,C09DA02
62265,40162341,Clinical Drug Comp,Voltaren,55,50,MG,suppositorier,Diclofenac Sodium 50 MG,""
472442,1167323,Clinical Drug,"Allopurinol ""Teva""",55,100,MG,tabletter,Allopurinol 100 MG Oral Tablet,""
19792,40007090,Clinical Drug Form,Fosamax,55,70,MG,tabletter,Alendronic acid Oral Tablet,""
427542,1334492,Clinical Drug,Triatec,55,5,MG,tabletter,Ramipril 5 MG Oral Tablet,""
554840,19020053,Clinical Drug,Panodil,55,500,MG,filmovertrukne tabletter,Acetaminophen 500 MG Oral Tablet,""
14662,,Not Mapped*,Climen,55,,,overtrukne tabletter,,G03HB01
94321,1539411,Clinical Drug,"Simvastatin ""Orifarm""",55,20,MG,filmovertrukne tabletter,Simvastatin 20 MG Oral Tablet,""
477828,920458,Ingredient,Bettamousse,55,0.1,PC,kutanskum,Betamethasone,""
69477,19075601,Clinical Drug,"Clopidogrel ""Orion""",55,75,MG,filmovertrukne tabletter,clopidogrel 75 MG Oral Tablet,""
434951,1309992,Clinical Drug,Cordarone,55,200,MG,tabletter,Amiodarone hydrochloride 200 MG Oral Tablet,""
19792,40173582,Clinical Drug Form,Fosamax,55,70,MG,tabletter,Alendronate / Cholecalciferol Oral Tablet,""
48625,19022749,Clinical Drug,"Carvedilol ""KRKA""",55,6.25,MG,tabletter,carvedilol 6.25 MG Oral Tablet,""
478263,1350512,Clinical Drug,Peripress,55,1,MG,tabletter,Prazosin 1 MG Oral Tablet,""
17134,,Not Mapped*,CoAprovel,55,,,tabletter,,C09DA04
112704,766820,Clinical Drug,"Quetiapin ""KRKA""",55,25,MG,filmovertrukne tabletter,quetiapine 25 MG Oral Tablet,""
185237,,Not Mapped*,"Losartankalium/hydrochlorthiazid ""Actavis""",55,0,,filmovertrukne tabletter,,C09DA01
7264,1103361,Clinical Drug,Tradolan Retard,55,100,MG,depottabletter,tramadol hydrochloride 100 MG Extended Release Oral Tablet,""
480863,44814412,Clinical Drug,Evista,55,60,MG,filmovertrukne tabletter,Raloxifene Hydrochloride 60 MG Oral Tablet,""
24290,19007740,Clinical Drug,"Mianserin ""Copyfarm""",55,30,MG,filmovertrukne tabletter,Mianserin 30 MG Oral Tablet,""
63181,19103819,Clinical Drug,"Venlafaxin ""Bluefish""",55,75,MG,"depotkapsler, hårde",venlafaxine 75 MG Extended Release Oral Capsule,""
17523,40085740,Clinical Drug Form,Terbasmin,55,0.25,MGD,"inhalationsspray, suspension",Terbutaline Inhalant Solution,""
188829,19096758,Clinical Drug,Dasselta,55,5,MG,filmovertrukne tabletter,desloratadine 5 MG Oral Tablet,""
65715,40007127,Clinical Drug Form,"Alfacalcidol ""Alternova""",55,0.25,RG,"kapsler, bløde",Alfacalcidol Oral Capsule,""
170118,19081460,Clinical Drug Comp,Mildison Lipid,55,10,MGG,creme,Hydrocortisone 10 MG,""
22727,904458,Clinical Drug,Inexium,55,40,MG,enterotabletter,Esomeprazole 40 MG Delayed Release Oral Tablet,""
420372,19125430,Clinical Drug,Abboticin,55,500,MG,filmovertrukne tabletter,erythromycin stearate 500 MG Oral Tablet,""
420372,19018976,Clinical Drug,Abboticin,55,500,MG,filmovertrukne tabletter,Erythromycin 500 MG Oral Tablet,""
172122,40052768,Clinical Drug Form,Actrapid Pen,55,100,IUM,"injektionsvæske, opløsning","Regular Insulin, Human Injectable Solution",""
19792,40139800,Clinical Drug Form,Fosamax,55,70,MG,tabletter,Alendronic acid Oral Tablet,""
5976,19096678,Clinical Drug,Diovan,55,160,MG,filmovertrukne tabletter,valsartan 160 MG Oral Tablet,""
21890,1351559,Clinical Drug,Amias,55,8,MG,tabletter,candesartan cilexetil 8 MG Oral Tablet,""
72480,,Not Mapped*,Losazid,55,,,filmovertrukne tabletter,,C09DA01
19792,40173617,Clinical Drug Form,Fosamax,55,70,MG,tabletter,Alendronate Oral Tablet,""
413518,1334461,Clinical Drug,Ramace,55,2.5,MG,tabletter,Ramipril 2.5 MG Oral Tablet,""
19792,40007077,Clinical Drug Form,Fosamax,55,70,MG,tabletter,Alendronic acid / Cholecalciferol Oral Tablet,""
469189,40167216,Clinical Drug,Selo-zok,55,50,MG,depottabletter,metoprolol succinate 50 MG Extended Release Oral Tablet,""
563485,19002396,Ingredient,Locoid,54,0.1,PC,creme,Hydrocortisone butyrate,""
460046,800881,Clinical Drug,"Clozapin ""Hexal""",54,100,MG,tabletter,Clozapine 100 MG Oral Tablet,""
20914,1596977,Ingredient,Mixtard 30 NovoLet,54,100,IUM,"injektionsvæske, suspension, fyldt pen","Regular Insulin, Human",""
9092,722071,Clinical Drug,Seroxat,54,20,MG,filmovertrukne tabletter,Paroxetine 20 MG Oral Tablet,""
418970,752205,Clinical Drug,Stemetil,54,5,MG,tabletter,Prochlorperazine 5 MG Oral Tablet,""
1789,19063101,Clinical Drug,Xatral,54,5,MG,depottabletter,alfuzosin 5 MG Extended Release Oral Tablet,""
114967,19018873,Clinical Drug,Aciloc,54,200,MG,tabletter,Cimetidine 200 MG Oral Tablet,""
559971,1362317,Clinical Drug Comp,Discotrine,54,10,MGH,depotplastre,Nitroglycerin 10 MG,""
45078,40164024,Clinical Drug,"Alfuzosin ""Stada""",54,10,MG,depottabletter,Alfuzosin hydrochloride 10 MG Extended Release Oral Tablet,""
132096,19063885,Clinical Drug,Imadrax Novum,54,500,MG,dispergible tabletter,Amoxicillin 500 MG Disintegrating Oral Tablet,""
192228,1331271,Clinical Drug,"Dipyridamol ""Alternova""",54,200,MG,"depotkapsler, hårde",Dipyridamole 200 MG Extended Release Oral Capsule,""
405548,40162326,Clinical Drug,Vostar Retard,54,100,MG,depottabletter,Diclofenac Sodium 100 MG Extended Release Oral Tablet,""
34322,19080128,Clinical Drug,Zestril,54,10,MG,tabletter,Lisinopril 10 MG Oral Tablet,""
525,,Not Mapped*,Tenoretic Mite,54,,,filmovertrukne tabletter,,C07CB03
16969,1316269,Clinical Drug,Viagra,54,100,MG,filmovertrukne tabletter,sildenafil 100 MG Oral Tablet,""
137385,19018811,Clinical Drug,"Atenolol ""Orifarm""",54,25,MG,tabletter,Atenolol 25 MG Oral Tablet,""
85050,40169908,Clinical Drug,Contalgin,54,100,MG,depottabletter,Morphine Sulfate 100 MG Extended Release Oral Tablet,""
21577,40016517,Clinical Drug Form,Rocilin,54,1.2,MIU,filmovertrukne tabletter,Bromhexine / Penicillin V Oral Tablet,""
21577,40067083,Clinical Drug Form,Rocilin,54,1.2,MIU,filmovertrukne tabletter,Penicillin V Oral Tablet,""
17047,19007332,Clinical Drug,"Methotrexate ""SinGad""",54,2.5,MG,tabletter,Methotrexate 2.5 MG Oral Tablet,""
125364,19135765,Clinical Drug,Gemadol Retard,54,50,MG,depotkapsler,tramadol hydrochloride 50 MG Extended Release Oral Capsule,""
96112,19021109,Clinical Drug,Heracillin,54,500,MG,filmovertrukne tabletter,Floxacillin 500 MG Oral Tablet,""
5641,19101729,Clinical Drug,Diamicron Uno,54,30,MG,tabletter med modificeret udløsning,Gliclazide 30 MG Extended Release Oral Tablet,""
87197,,Not Mapped*,Sinemet 25/250,54,,,tabletter,,N04BA02
10408,722071,Clinical Drug,"Paroxetin ""Orifarm""",54,20,MG,filmovertrukne tabletter,Paroxetine 20 MG Oral Tablet,""
