vnr,ingredient_concept_id,drug_concept_id,concept_class_id,ma,pname,frequency,streng,strengtodecimal,dosf_lt,ao,concept_name,ingredient_concept_name,amount_value,numerator_value,denominator_value,dose_concept_id
76713,1360332,19132996,Clinical Drug Comp,|,"Glucosamin ""Copyfarm""",96,400 mg,400,filmovertrukne tabletter,|,Glucosamine hydrochloride 400 MG,Glucosamine,400,,,
76725,1360332,1360411,Clinical Drug Comp,|,"Glucosamin ""Copyfarm""",408,400 mg,400,filmovertrukne tabletter,|,Glucosamine 400 MG,Glucosamine,400,,,
76725,1360332,19132996,Clinical Drug Comp,|,"Glucosamin ""Copyfarm""",408,400 mg,400,filmovertrukne tabletter,|,Glucosamine hydrochloride 400 MG,Glucosamine,400,,,
76736,1360332,1360411,Clinical Drug Comp,|,"Glucosamin ""Copyfarm""",33,400 mg,400,filmovertrukne tabletter,|,Glucosamine 400 MG,Glucosamine,400,,,
76736,1360332,19132996,Clinical Drug Comp,|,"Glucosamin ""Copyfarm""",33,400 mg,400,filmovertrukne tabletter,|,Glucosamine hydrochloride 400 MG,Glucosamine,400,,,
77142,797617,19124512,Clinical Drug,|,"Citalopram ""1A Farma""",25,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Disintegrating Oral Tablet,Citalopram,20,,,19082076
77142,797617,19127394,Clinical Drug,|,"Citalopram ""1A Farma""",25,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Capsule,Citalopram,20,,,19082168
77142,797617,19023636,Clinical Drug,|,"Citalopram ""1A Farma""",25,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Tablet,Citalopram,20,,,19082573
77142,797617,797636,Clinical Drug Comp,|,"Citalopram ""1A Farma""",25,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG,Citalopram,20,,,
77151,797617,19124512,Clinical Drug,|,"Citalopram ""1A Farma""",47,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Disintegrating Oral Tablet,Citalopram,20,,,19082076
77151,797617,19127394,Clinical Drug,|,"Citalopram ""1A Farma""",47,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Capsule,Citalopram,20,,,19082168
77151,797617,19023636,Clinical Drug,|,"Citalopram ""1A Farma""",47,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Tablet,Citalopram,20,,,19082573
77151,797617,797636,Clinical Drug Comp,|,"Citalopram ""1A Farma""",47,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG,Citalopram,20,,,
77187,797617,19124513,Clinical Drug,|,"Citalopram ""1A Farma""",26,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Disintegrating Oral Tablet,Citalopram,40,,,19082076
77187,797617,19127395,Clinical Drug,|,"Citalopram ""1A Farma""",26,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Oral Capsule,Citalopram,40,,,19082168
77187,797617,19075394,Clinical Drug,|,"Citalopram ""1A Farma""",26,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Oral Tablet,Citalopram,40,,,19082573
77187,797617,19101762,Clinical Drug,|,"Citalopram ""1A Farma""",26,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG/ML Oral Solution,Citalopram,,40,,19082170
77187,797617,797637,Clinical Drug Comp,|,"Citalopram ""1A Farma""",26,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG,Citalopram,40,,,
77187,797617,19102059,Clinical Drug Comp,|,"Citalopram ""1A Farma""",26,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG/ML,Citalopram,,40,,
77196,797617,19124513,Clinical Drug,|,"Citalopram ""1A Farma""",28,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Disintegrating Oral Tablet,Citalopram,40,,,19082076
77196,797617,19127395,Clinical Drug,|,"Citalopram ""1A Farma""",28,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Oral Capsule,Citalopram,40,,,19082168
77196,797617,19075394,Clinical Drug,|,"Citalopram ""1A Farma""",28,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Oral Tablet,Citalopram,40,,,19082573
77196,797617,19101762,Clinical Drug,|,"Citalopram ""1A Farma""",28,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG/ML Oral Solution,Citalopram,,40,,19082170
77196,797617,797637,Clinical Drug Comp,|,"Citalopram ""1A Farma""",28,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG,Citalopram,40,,,
77196,797617,19102059,Clinical Drug Comp,|,"Citalopram ""1A Farma""",28,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG/ML,Citalopram,,40,,
77205,,,,|,Daivobet,57,50+500 mikrogram/g,,salve,|,,,,,,
77230,1115572,,,|,Beconase,178,50 mikg/dosis,50,"nÃ¦sespray, suspension",|,,Beclomethasone,,,,
77397,1342439,1342476,Clinical Drug,|,"Trandolapril ""Orifarm""",89,2 mg,2,"kapsler, hÃ¥rde",|,trandolapril 2 MG Oral Capsule,trandolapril,2,,,19082168
77397,1342439,1342441,Clinical Drug,|,"Trandolapril ""Orifarm""",89,2 mg,2,"kapsler, hÃ¥rde",|,trandolapril 2 MG Oral Tablet,trandolapril,2,,,19082573
77397,1342439,1342503,Clinical Drug Comp,|,"Trandolapril ""Orifarm""",89,2 mg,2,"kapsler, hÃ¥rde",|,trandolapril 2 MG,trandolapril,2,,,
77455,743670,19103819,Clinical Drug,|,"Venlafaxin ""Hexal""",172,75 mg,75,"depotkapsler, hÃ¥rde",|,venlafaxine 75 MG Extended Release Oral Capsule,venlafaxine,75,,,19082077
77455,743670,743792,Clinical Drug,|,"Venlafaxin ""Hexal""",172,75 mg,75,"depotkapsler, hÃ¥rde",|,venlafaxine 75 MG Extended Release Oral Tablet,venlafaxine,75,,,19082079
77455,743670,743752,Clinical Drug,|,"Venlafaxin ""Hexal""",172,75 mg,75,"depotkapsler, hÃ¥rde",|,venlafaxine 75 MG Oral Tablet,venlafaxine,75,,,19082573
77455,743670,19083160,Clinical Drug Comp,|,"Venlafaxin ""Hexal""",172,75 mg,75,"depotkapsler, hÃ¥rde",|,venlafaxine 75 MG,venlafaxine,75,,,
77463,1153428,40223814,Clinical Drug,|,Altifex,36,180 mg,180,filmovertrukne tabletter,|,Fexofenadine hydrochloride 180 MG Extended Release Oral Tablet,fexofenadine,180,,,19082079
77463,1153428,40223815,Clinical Drug,|,Altifex,36,180 mg,180,filmovertrukne tabletter,|,Fexofenadine hydrochloride 180 MG Oral Tablet,fexofenadine,180,,,19082573
77463,1153428,40223810,Clinical Drug Comp,|,Altifex,36,180 mg,180,filmovertrukne tabletter,|,Fexofenadine hydrochloride 180 MG,fexofenadine,180,,,
77515,1113648,1113672,Clinical Drug,|,Relifex,40,500 mg,500,filmovertrukne tabletter,|,nabumetone 500 MG Oral Tablet,nabumetone,500,,,19082573
77515,1113648,19095274,Clinical Drug Comp,|,Relifex,40,500 mg,500,filmovertrukne tabletter,|,nabumetone 500 MG,nabumetone,500,,,
77615,705944,40236411,Clinical Drug,|,Medikinet,51,10 mg,10,tabletter,|,Methylphenidate Hydrochloride 10 MG Chewable Tablet,Methylphenidate,10,,,19135866
77615,705944,40236413,Clinical Drug,|,Medikinet,51,10 mg,10,tabletter,|,Methylphenidate Hydrochloride 10 MG Extended Release Oral Capsule,Methylphenidate,10,,,19082077
77615,705944,40236416,Clinical Drug,|,Medikinet,51,10 mg,10,tabletter,|,Methylphenidate Hydrochloride 10 MG Extended Release Oral Tablet,Methylphenidate,10,,,19082079
77615,705944,40236419,Clinical Drug,|,Medikinet,51,10 mg,10,tabletter,|,Methylphenidate Hydrochloride 10 MG Oral Tablet,Methylphenidate,10,,,19082573
77615,705944,40236410,Clinical Drug Comp,|,Medikinet,51,10 mg,10,tabletter,|,Methylphenidate Hydrochloride 10 MG,Methylphenidate,10,,,
77670,1149196,1149274,Clinical Drug,|,"Cetirizin ""Actavis""",83,10 mg,10,filmovertrukne tabletter,|,Cetirizine 10 MG Extended Release Oral Tablet,Cetirizine,10,,,19082079
77670,1149196,1149200,Clinical Drug,|,"Cetirizin ""Actavis""",83,10 mg,10,filmovertrukne tabletter,|,Cetirizine 10 MG/ML Oral Solution,Cetirizine,,10,,19082170
77670,1149196,40228210,Clinical Drug,|,"Cetirizin ""Actavis""",83,10 mg,10,filmovertrukne tabletter,|,cetirizine hydrochloride 10 MG Chewable Tablet,Cetirizine,10,,,19135866
77670,1149196,40226000,Clinical Drug,|,"Cetirizin ""Actavis""",83,10 mg,10,filmovertrukne tabletter,|,cetirizine hydrochloride 10 MG Disintegrating Oral Tablet,Cetirizine,10,,,19082076
77670,1149196,40228212,Clinical Drug,|,"Cetirizin ""Actavis""",83,10 mg,10,filmovertrukne tabletter,|,cetirizine hydrochloride 10 MG Oral Capsule,Cetirizine,10,,,19082168
77670,1149196,40228214,Clinical Drug,|,"Cetirizin ""Actavis""",83,10 mg,10,filmovertrukne tabletter,|,cetirizine hydrochloride 10 MG Oral Tablet,Cetirizine,10,,,19082573
77670,1149196,1149224,Clinical Drug Comp,|,"Cetirizin ""Actavis""",83,10 mg,10,filmovertrukne tabletter,|,Cetirizine 10 MG,Cetirizine,10,,,
77670,1149196,1149227,Clinical Drug Comp,|,"Cetirizin ""Actavis""",83,10 mg,10,filmovertrukne tabletter,|,Cetirizine 10 MG/ML,Cetirizine,,10,,
77670,1149196,40225999,Clinical Drug Comp,|,"Cetirizin ""Actavis""",83,10 mg,10,filmovertrukne tabletter,|,cetirizine hydrochloride 10 MG,Cetirizine,10,,,
77675,,,,|,Seretide Diskus,25,50+100 mikrog/disk,,"inhalationspulver, afdelt",|,,,,,,
77686,,,,|,Seretide Diskus,63,50+250 mikrog/disk,,"inhalationspulver, afdelt",|,,,,,,
77689,1201620,19103358,Clinical Drug,|,"Kodein ""Alternova""",152,25 mg,25,filmovertrukne tabletter,|,Codeine 25 MG Oral Capsule,Codeine,25,,,19082168
77689,1201620,19109333,Clinical Drug Comp,|,"Kodein ""Alternova""",152,25 mg,25,filmovertrukne tabletter,|,Codeine 25 MG,Codeine,25,,,
77693,1341927,40165772,Clinical Drug,|,Corodil,162,20 mg,20,tabletter,|,Enalapril Maleate 20 MG Chewable Tablet,Enalapril,20,,,19135866
77693,1341927,40165773,Clinical Drug,|,Corodil,162,20 mg,20,tabletter,|,Enalapril Maleate 20 MG Oral Tablet,Enalapril,20,,,19082573
77693,1341927,1341969,Clinical Drug Comp,|,Corodil,162,20 mg,20,tabletter,|,Enalapril 20 MG,Enalapril,20,,,
77693,1341927,40165770,Clinical Drug Comp,|,Corodil,162,20 mg,20,tabletter,|,Enalapril Maleate 20 MG,Enalapril,20,,,
77698,,,,|,Seretide Diskus,193,50+500 mikrog/disk,,"inhalationspulver, afdelt",|,,,,,,
77701,1341927,40165772,Clinical Drug,|,Corodil,133,20 mg,20,tabletter,|,Enalapril Maleate 20 MG Chewable Tablet,Enalapril,20,,,19135866
77701,1341927,40165773,Clinical Drug,|,Corodil,133,20 mg,20,tabletter,|,Enalapril Maleate 20 MG Oral Tablet,Enalapril,20,,,19082573
77701,1341927,1341969,Clinical Drug Comp,|,Corodil,133,20 mg,20,tabletter,|,Enalapril 20 MG,Enalapril,20,,,
77701,1341927,40165770,Clinical Drug Comp,|,Corodil,133,20 mg,20,tabletter,|,Enalapril Maleate 20 MG,Enalapril,20,,,
77719,1341927,40165789,Clinical Drug,|,Corodil,249,5 mg,5,tabletter,|,Enalapril Maleate 5 MG Oral Tablet,Enalapril,5,,,19082573
77719,1341927,1341968,Clinical Drug Comp,|,Corodil,249,5 mg,5,tabletter,|,Enalapril 5 MG,Enalapril,5,,,
77719,1341927,1341998,Clinical Drug Comp,|,Corodil,249,5 mg,5,tabletter,|,Enalapril Maleate 5 MG,Enalapril,5,,,
77727,1341927,40165789,Clinical Drug,|,Corodil,195,5 mg,5,tabletter,|,Enalapril Maleate 5 MG Oral Tablet,Enalapril,5,,,19082573
77727,1341927,1341968,Clinical Drug Comp,|,Corodil,195,5 mg,5,tabletter,|,Enalapril 5 MG,Enalapril,5,,,
77727,1341927,1341998,Clinical Drug Comp,|,Corodil,195,5 mg,5,tabletter,|,Enalapril Maleate 5 MG,Enalapril,5,,,
77735,1341927,40165762,Clinical Drug,|,Corodil,320,10 mg,10,tabletter,|,Enalapril Maleate 10 MG Oral Tablet,Enalapril,10,,,19082573
77735,1341927,19082957,Clinical Drug Comp,|,Corodil,320,10 mg,10,tabletter,|,Enalapril 10 MG,Enalapril,10,,,
77735,1341927,40165755,Clinical Drug Comp,|,Corodil,320,10 mg,10,tabletter,|,Enalapril Maleate 10 MG,Enalapril,10,,,
77942,715259,19122148,Clinical Drug,|,Xeristar,119,30 mg,30,"enterokapsler, hÃ¥rde",|,duloxetine 30 MG Delayed Release Oral Capsule,duloxetine,30,,,19082255
77942,715259,19121375,Clinical Drug,|,Xeristar,119,30 mg,30,"enterokapsler, hÃ¥rde",|,duloxetine 30 MG Extended Release Oral Capsule,duloxetine,30,,,19082077
77942,715259,19113856,Clinical Drug,|,Xeristar,119,30 mg,30,"enterokapsler, hÃ¥rde",|,duloxetine 30 MG Oral Tablet,duloxetine,30,,,19082573
77942,715259,715296,Clinical Drug Comp,|,Xeristar,119,30 mg,30,"enterokapsler, hÃ¥rde",|,duloxetine 30 MG,duloxetine,30,,,
77987,1703687,19018786,Clinical Drug,|,"Aciclovir ""Actavis""",169,200 mg,200,tabletter,|,Acyclovir 200 MG Oral Capsule,Acyclovir,200,,,19082168
77987,1703687,1703745,Clinical Drug,|,"Aciclovir ""Actavis""",169,200 mg,200,tabletter,|,Acyclovir 200 MG Oral Tablet,Acyclovir,200,,,19082573
77987,1703687,19080857,Clinical Drug Comp,|,"Aciclovir ""Actavis""",169,200 mg,200,tabletter,|,Acyclovir 200 MG,Acyclovir,200,,,
78005,1703687,1703691,Clinical Drug,|,"Aciclovir ""Actavis""",25,400 mg,400,tabletter,|,Acyclovir 400 MG Oral Tablet,Acyclovir,400,,,19082573
78005,1703687,1703838,Clinical Drug Comp,|,"Aciclovir ""Actavis""",25,400 mg,400,tabletter,|,Acyclovir 400 MG,Acyclovir,400,,,
78013,1504620,1504672,Clinical Drug,|,"Thiamazol ""2care4""",130,5 mg,5,tabletter,|,Methimazole 5 MG Oral Tablet,Methimazole,5,,,19082573
78013,1504620,19081677,Clinical Drug Comp,|,"Thiamazol ""2care4""",130,5 mg,5,tabletter,|,Methimazole 5 MG,Methimazole,5,,,
78015,1703687,1703743,Clinical Drug,|,"Aciclovir ""Actavis""",111,800 mg,800,tabletter,|,Acyclovir 800 MG Oral Tablet,Acyclovir,800,,,19082573
78015,1703687,1703839,Clinical Drug Comp,|,"Aciclovir ""Actavis""",111,800 mg,800,tabletter,|,Acyclovir 800 MG,Acyclovir,800,,,
78051,923645,19019418,Clinical Drug,|,"Omeprazol ""Mylan""",71,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Delayed Release Oral Capsule,Omeprazole,20,,,19082255
78051,923645,19102189,Clinical Drug,|,"Omeprazol ""Mylan""",71,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Delayed Release Oral Tablet,Omeprazole,20,,,19001949
78051,923645,19122142,Clinical Drug,|,"Omeprazol ""Mylan""",71,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Extended Release Oral Capsule,Omeprazole,20,,,19082077
78051,923645,19101743,Clinical Drug,|,"Omeprazol ""Mylan""",71,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Oral Tablet,Omeprazole,20,,,19082573
78051,923645,19081767,Clinical Drug Comp,|,"Omeprazol ""Mylan""",71,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG,Omeprazole,20,,,
78060,923645,19019418,Clinical Drug,|,"Omeprazol ""Mylan""",65,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Delayed Release Oral Capsule,Omeprazole,20,,,19082255
78060,923645,19102189,Clinical Drug,|,"Omeprazol ""Mylan""",65,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Delayed Release Oral Tablet,Omeprazole,20,,,19001949
78060,923645,19122142,Clinical Drug,|,"Omeprazol ""Mylan""",65,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Extended Release Oral Capsule,Omeprazole,20,,,19082077
78060,923645,19101743,Clinical Drug,|,"Omeprazol ""Mylan""",65,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Oral Tablet,Omeprazole,20,,,19082573
78060,923645,19081767,Clinical Drug Comp,|,"Omeprazol ""Mylan""",65,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG,Omeprazole,20,,,
78069,923645,19019418,Clinical Drug,|,"Omeprazol ""Mylan""",30,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Delayed Release Oral Capsule,Omeprazole,20,,,19082255
78069,923645,19102189,Clinical Drug,|,"Omeprazol ""Mylan""",30,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Delayed Release Oral Tablet,Omeprazole,20,,,19001949
78069,923645,19122142,Clinical Drug,|,"Omeprazol ""Mylan""",30,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Extended Release Oral Capsule,Omeprazole,20,,,19082077
78069,923645,19101743,Clinical Drug,|,"Omeprazol ""Mylan""",30,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Oral Tablet,Omeprazole,20,,,19082573
78069,923645,19081767,Clinical Drug Comp,|,"Omeprazol ""Mylan""",30,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG,Omeprazole,20,,,
78188,1341927,40165762,Clinical Drug,|,Corodil,206,10 mg,10,tabletter,|,Enalapril Maleate 10 MG Oral Tablet,Enalapril,10,,,19082573
78188,1341927,19082957,Clinical Drug Comp,|,Corodil,206,10 mg,10,tabletter,|,Enalapril 10 MG,Enalapril,10,,,
78188,1341927,40165755,Clinical Drug Comp,|,Corodil,206,10 mg,10,tabletter,|,Enalapril Maleate 10 MG,Enalapril,10,,,
78452,711584,711620,Clinical Drug,|,Keppra,26,100 mg/ml,100,oral oplÃ¸sning,|,Levetiracetam 100 MG/ML Injectable Solution,Levetiracetam,,100,,19082103
78452,711584,19102504,Clinical Drug,|,Keppra,26,100 mg/ml,100,oral oplÃ¸sning,|,Levetiracetam 100 MG/ML Oral Solution,Levetiracetam,,100,,19082170
78452,711584,19103081,Clinical Drug Comp,|,Keppra,26,100 mg/ml,100,oral oplÃ¸sning,|,Levetiracetam 100 MG/ML,Levetiracetam,,100,,
78485,19007737,19007738,Clinical Drug,|,"Mianserin ""Mylan""",66,10 mg,10,filmovertrukne tabletter,|,Mianserin 10 MG Oral Tablet,Mianserin,10,,,19082573
78485,19007737,19007852,Clinical Drug Comp,|,"Mianserin ""Mylan""",66,10 mg,10,filmovertrukne tabletter,|,Mianserin 10 MG,Mianserin,10,,,
78515,,,,|,Hytacand,52,"16 + 12,5 mg",,tabletter,|,,,,,,
78691,,,,|,Metrogel,34,0.75%,0.75,gel,|,,,,,,
78697,923645,19019418,Clinical Drug,|,Omestad,82,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Delayed Release Oral Capsule,Omeprazole,20,,,19082255
78697,923645,19102189,Clinical Drug,|,Omestad,82,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Delayed Release Oral Tablet,Omeprazole,20,,,19001949
78697,923645,19122142,Clinical Drug,|,Omestad,82,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Extended Release Oral Capsule,Omeprazole,20,,,19082077
78697,923645,19101743,Clinical Drug,|,Omestad,82,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Oral Tablet,Omeprazole,20,,,19082573
78697,923645,19081767,Clinical Drug Comp,|,Omestad,82,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG,Omeprazole,20,,,
78836,1308216,19080128,Clinical Drug,|,Cardiostad,38,10 mg,10,tabletter,|,Lisinopril 10 MG Oral Tablet,Lisinopril,10,,,19082573
78836,1308216,1308304,Clinical Drug Comp,|,Cardiostad,38,10 mg,10,tabletter,|,Lisinopril 10 MG,Lisinopril,10,,,
78847,1308216,19080129,Clinical Drug,|,Cardiostad,32,20 mg,20,tabletter,|,Lisinopril 20 MG Oral Tablet,Lisinopril,20,,,19082573
78847,1308216,1308306,Clinical Drug Comp,|,Cardiostad,32,20 mg,20,tabletter,|,Lisinopril 20 MG,Lisinopril,20,,,
78980,,,,|,Ketogan,112,5 + 25 mg,,tabletter,|,,,,,,
79053,1367500,40185304,Clinical Drug,|,Cozaar,1018,50 mg,50,filmovertrukne tabletter,|,Losartan Potassium 50 MG Oral Tablet,Losartan,50,,,19082573
79053,1367500,40185303,Clinical Drug Comp,|,Cozaar,1018,50 mg,50,filmovertrukne tabletter,|,Losartan Potassium 50 MG,Losartan,50,,,
79061,1367500,40185304,Clinical Drug,|,Cozaar,1700,50 mg,50,filmovertrukne tabletter,|,Losartan Potassium 50 MG Oral Tablet,Losartan,50,,,19082573
79061,1367500,40185303,Clinical Drug Comp,|,Cozaar,1700,50 mg,50,filmovertrukne tabletter,|,Losartan Potassium 50 MG,Losartan,50,,,
79211,,,,|,Detrusitol Retard,34,"2,8 mg",2.8,"depotkapsler, hÃ¥rde",|,,,,,,
79269,733008,,,|,Trilafon Dekanoat,61,"108,2 mg/ml",108.2,"injektionsvÃ¦ske, oplÃ¸sning, i.m.",|,,Perphenazine,,,,
79442,1713332,1713738,Clinical Drug,|,Imacillin,432,50 mg/ml,50,granulat til oral suspension,|,Amoxicillin 50 MG Oral Tablet,Amoxicillin,50,,,19082573
79442,1713332,19128707,Clinical Drug,|,Imacillin,432,50 mg/ml,50,granulat til oral suspension,|,Amoxicillin 50 MG/ML Oral Solution,Amoxicillin,,50,,19082170
79442,1713332,1713370,Clinical Drug,|,Imacillin,432,50 mg/ml,50,granulat til oral suspension,|,Amoxicillin 50 MG/ML Oral Suspension,Amoxicillin,,50,,19082191
79442,1713332,1713737,Clinical Drug Comp,|,Imacillin,432,50 mg/ml,50,granulat til oral suspension,|,Amoxicillin 50 MG,Amoxicillin,50,,,
79442,1713332,19080894,Clinical Drug Comp,|,Imacillin,432,50 mg/ml,50,granulat til oral suspension,|,Amoxicillin 50 MG/ML,Amoxicillin,,50,,
79540,,,,|,Spiriva Respimat,61,"2,5 mikrogram",2.5,"inhalationsvÃ¦ske, oplÃ¸sning",|,,,,,,
79643,1510813,40165261,Clinical Drug,|,Crestor,25,5 mg,5,filmovertrukne tabletter,|,Rosuvastatin calcium 5 MG Oral Tablet,rosuvastatin,5,,,19082573
79643,1510813,40165260,Clinical Drug Comp,|,Crestor,25,5 mg,5,filmovertrukne tabletter,|,Rosuvastatin calcium 5 MG,rosuvastatin,5,,,
79723,,,,|,Sulpril,48,200 mg,200,tabletter,|,,,,,,
79751,1521987,,,|,Forsteo,42,20 mikg/80 mikrol.,,"injektionsvÃ¦ske, oplÃ¸sning",|,,Teriparatide,,,,
79768,,,,|,Tobradex,51,1+3 mg/ml,,"Ã¸jendrÃ¥ber, suspension",|,,,,,,
79787,1334456,1334459,Clinical Drug,|,"Ramipril ""Stada""",41,"2,5 mg",2.5,tabletter,|,Ramipril 2.5 MG Oral Capsule,Ramipril,2.5,,,19082168
79787,1334456,1334461,Clinical Drug,|,"Ramipril ""Stada""",41,"2,5 mg",2.5,tabletter,|,Ramipril 2.5 MG Oral Tablet,Ramipril,2.5,,,19082573
79787,1334456,1334497,Clinical Drug Comp,|,"Ramipril ""Stada""",41,"2,5 mg",2.5,tabletter,|,Ramipril 2.5 MG,Ramipril,2.5,,,
79833,1334456,1334494,Clinical Drug,|,"Ramipril ""Stada""",79,10 mg,10,tabletter,|,Ramipril 10 MG Oral Capsule,Ramipril,10,,,19082168
79833,1334456,19102170,Clinical Drug,|,"Ramipril ""Stada""",79,10 mg,10,tabletter,|,Ramipril 10 MG Oral Tablet,Ramipril,10,,,19082573
79833,1334456,1334496,Clinical Drug Comp,|,"Ramipril ""Stada""",79,10 mg,10,tabletter,|,Ramipril 10 MG,Ramipril,10,,,
79842,1334456,1334460,Clinical Drug,|,"Ramipril ""Stada""",136,5 mg,5,tabletter,|,Ramipril 5 MG Oral Capsule,Ramipril,5,,,19082168
79842,1334456,1334492,Clinical Drug,|,"Ramipril ""Stada""",136,5 mg,5,tabletter,|,Ramipril 5 MG Oral Tablet,Ramipril,5,,,19082573
79842,1334456,1334498,Clinical Drug Comp,|,"Ramipril ""Stada""",136,5 mg,5,tabletter,|,Ramipril 5 MG,Ramipril,5,,,
79921,,,,|,Acnidazil,37,,,creme,|,,,,,,
79960,797617,19124512,Clinical Drug,|,"Citalopram ""Teva""",38,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Disintegrating Oral Tablet,Citalopram,20,,,19082076
79960,797617,19127394,Clinical Drug,|,"Citalopram ""Teva""",38,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Capsule,Citalopram,20,,,19082168
79960,797617,19023636,Clinical Drug,|,"Citalopram ""Teva""",38,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Tablet,Citalopram,20,,,19082573
79960,797617,797636,Clinical Drug Comp,|,"Citalopram ""Teva""",38,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG,Citalopram,20,,,
79969,797617,19124512,Clinical Drug,|,"Citalopram ""Teva""",236,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Disintegrating Oral Tablet,Citalopram,20,,,19082076
79969,797617,19127394,Clinical Drug,|,"Citalopram ""Teva""",236,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Capsule,Citalopram,20,,,19082168
79969,797617,19023636,Clinical Drug,|,"Citalopram ""Teva""",236,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Tablet,Citalopram,20,,,19082573
79969,797617,797636,Clinical Drug Comp,|,"Citalopram ""Teva""",236,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG,Citalopram,20,,,
79978,797617,19124513,Clinical Drug,|,"Citalopram ""Teva""",68,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Disintegrating Oral Tablet,Citalopram,40,,,19082076
79978,797617,19127395,Clinical Drug,|,"Citalopram ""Teva""",68,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Oral Capsule,Citalopram,40,,,19082168
79978,797617,19075394,Clinical Drug,|,"Citalopram ""Teva""",68,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Oral Tablet,Citalopram,40,,,19082573
79978,797617,19101762,Clinical Drug,|,"Citalopram ""Teva""",68,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG/ML Oral Solution,Citalopram,,40,,19082170
79978,797617,797637,Clinical Drug Comp,|,"Citalopram ""Teva""",68,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG,Citalopram,40,,,
79978,797617,19102059,Clinical Drug Comp,|,"Citalopram ""Teva""",68,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG/ML,Citalopram,,40,,
80460,1332418,19129157,Clinical Drug,|,"Amlodipin ""Sandoz""",37,5 mg,5,tabletter,|,Amlodipine 5 MG Disintegrating Oral Tablet,Amlodipine,5,,,19082076
80460,1332418,19108731,Clinical Drug,|,"Amlodipin ""Sandoz""",37,5 mg,5,tabletter,|,Amlodipine 5 MG Extended Release Oral Capsule,Amlodipine,5,,,19082077
