dosf_lt,dosf_lt_corrected,dosf_lt_en,frequency,concept_id,concept_name,lev_score
gel til overfladeanalgesi,gel til overfladeanalgesi,gel for overfladeanalgesi,6,19082101,oral flakes,18
gel til overfladeanalgesi,gel til overfladeanalgesi,gel for overfladeanalgesi,6,19082253,oral lozenge,18
gel til overfladeanalgesi,gel til overfladeanalgesi,gel for overfladeanalgesi,6,19082049,16 hour transdermal patch,19
gel til overfladeanalgesi,gel til overfladeanalgesi,gel for overfladeanalgesi,6,19082071,24 hour transdermal patch,19
gel til overfladeanalgesi,gel til overfladeanalgesi,gel for overfladeanalgesi,6,19082072,72 hour transdermal patch,19
gel til overfladeanalgesi,gel til overfladeanalgesi,gel for overfladeanalgesi,6,19111148,oral crystals,19
infusions-injektionssÃ¦t,infusions-injektionssæt,infusion venipuncture,6,46234466,auto-injector,15
infusions-injektionssÃ¦t,infusions-injektionssæt,infusion venipuncture,6,46275062,jet injector,15
infusions-injektionssÃ¦t,infusions-injektionssæt,infusion venipuncture,6,19082164,nasal ointment,15
infusions-injektionssÃ¦t,infusions-injektionssæt,infusion venipuncture,6,46234467,pen injector,15
infusions-injektionssÃ¦t,infusions-injektionssæt,infusion venipuncture,6,19082259,inhalant powder,16
infusions-injektionssÃ¦t,infusions-injektionssæt,infusion venipuncture,6,19095898,inhalant solution,16
infusions-injektionssÃ¦t,infusions-injektionssæt,infusion venipuncture,6,19082107,liquid cleanser,16
infusions-injektionssÃ¦t,infusions-injektionssæt,infusion venipuncture,6,19126919,nasal inhaler,16
infusions-injektionssÃ¦t,infusions-injektionssæt,infusion venipuncture,6,19095977,nasal suspension,16
infusionsvÃ¦ske i excel,infusionsvæske i excel,infusion in excel,6,19126919,nasal inhaler,11
infusionsvÃ¦ske i excel,infusionsvæske i excel,infusion in excel,6,46234466,auto-injector,12
infusionsvÃ¦ske i excel,infusionsvæske i excel,infusion in excel,6,19082163,nasal gel,12
infusionsvÃ¦ske i excel,infusionsvæske i excel,infusion in excel,6,19082162,nasal inhalant,12
infusionsvÃ¦ske i excel,infusionsvæske i excel,infusion in excel,6,46234467,pen injector,12
infusionsvÃ¦ske i excel,infusionsvæske i excel,infusion in excel,6,19010880,vaginal gel,12
infusionsvÃ¦ske i excel,infusionsvæske i excel,infusion in excel,6,46234469,injection,13
infusionsvÃ¦ske i excel,infusionsvæske i excel,infusion in excel,6,46275062,jet injector,13
infusionsvÃ¦ske i excel,infusionsvæske i excel,infusion in excel,6,19111276,solution,13
inhalationsdamp,inhalationsdamp,Inhalation,6,19018195,inhalant,5
inhalationsdamp,inhalationsdamp,Inhalation,6,46234469,injection,5
inhalationsdamp,inhalationsdamp,Inhalation,6,19011932,lotion,5
inhalationsdamp,inhalationsdamp,Inhalation,6,19111276,solution,5
inhalationsdamp,inhalationsdamp,Inhalation,6,19001144,suspension,7
inhalationsdamp,inhalationsdamp,Inhalation,6,19082165,nasal solution,8
inhalationsdamp,inhalationsdamp,Inhalation,6,19095971,oral foam,8
inhalationsdamp,inhalationsdamp,Inhalation,6,19102295,paste,8
inhalationsdamp,inhalationsdamp,Inhalation,6,19001943,tablet,8
"injektionsvÃ¦ske, oplÃ¸sning, i.v.","injektionsvæske, opløsning, i.v.","injection, i.v.",6,46234469,injection,6
"injektionsvÃ¦ske, oplÃ¸sning, i.v.","injektionsvæske, opløsning, i.v.","injection, i.v.",6,44784844,injectable foam,8
"injektionsvÃ¦ske, oplÃ¸sning, i.v.","injektionsvæske, opløsning, i.v.","injection, i.v.",6,19102296,chewing gum,11
"injektionsvÃ¦ske, oplÃ¸sning, i.v.","injektionsvæske, opløsning, i.v.","injection, i.v.",6,46275062,jet injector,11
"injektionsvÃ¦ske, oplÃ¸sning, i.v.","injektionsvæske, opløsning, i.v.","injection, i.v.",6,19011932,lotion,11
"injektionsvÃ¦ske, oplÃ¸sning, i.v.","injektionsvæske, opløsning, i.v.","injection, i.v.",6,19082574,rectal foam,11
"injektionsvÃ¦ske, oplÃ¸sning, i.v.","injektionsvæske, opløsning, i.v.","injection, i.v.",6,19095917,rectal gel,11
"injektionsvÃ¦ske, oplÃ¸sning, i.v.","injektionsvæske, opløsning, i.v.","injection, i.v.",6,19111276,solution,11
"injektionsvÃ¦ske, oplÃ¸sning, i.v.","injektionsvæske, opløsning, i.v.","injection, i.v.",6,19129401,ointment,12
"injektionsvÃ¦ske, suspension, i.m.","injektionsvæske, suspension, i.m.","suspension for injection, IM",6,19082258,gas for inhalation,17
"injektionsvÃ¦ske, suspension, i.m.","injektionsvæske, suspension, i.m.","suspension for injection, IM",6,46234467,pen injector,17
"injektionsvÃ¦ske, suspension, i.m.","injektionsvæske, suspension, i.m.","suspension for injection, IM",6,19001144,suspension,18
"injektionsvÃ¦ske, suspension, i.m.","injektionsvæske, suspension, i.m.","suspension for injection, IM",6,46234466,auto-injector,19
"injektionsvÃ¦ske, suspension, i.m.","injektionsvæske, suspension, i.m.","suspension for injection, IM",6,46234469,injection,19
"injektionsvÃ¦ske, suspension, i.m.","injektionsvæske, suspension, i.m.","suspension for injection, IM",6,19016586,irrigation solution,19
"injektionsvÃ¦ske, suspension, i.m.","injektionsvæske, suspension, i.m.","suspension for injection, IM",6,46275062,jet injector,19
"injektionsvÃ¦ske, suspension, i.m.","injektionsvæske, suspension, i.m.","suspension for injection, IM",6,19135439,augmented topical lotion,20
"injektionsvÃ¦ske, suspension, i.m.","injektionsvæske, suspension, i.m.","suspension for injection, IM",6,45775491,powder for oral solution,20
"koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","koncentrat til injektions- og infusionsvæske, opløsning",concentrate for solution for infusion,6,45775491,powder for oral solution,22
"koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","koncentrat til injektions- og infusionsvæske, opløsning",concentrate for solution for infusion,6,45775492,powder for oral suspension,22
"koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","koncentrat til injektions- og infusionsvæske, opløsning",concentrate for solution for infusion,6,19082105,intraperitoneal solution,23
"koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","koncentrat til injektions- og infusionsvæske, opløsning",concentrate for solution for infusion,6,19082106,intravenous solution,23
"koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","koncentrat til injektions- og infusionsvæske, opløsning",concentrate for solution for infusion,6,45775488,powder for nasal solution,23
"koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","koncentrat til injektions- og infusionsvæske, opløsning",concentrate for solution for infusion,6,45775490,granules for oral suspension,24
"koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","koncentrat til injektions- og infusionsvæske, opløsning",concentrate for solution for infusion,6,19082103,injectable solution,24
"koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","koncentrat til injektions- og infusionsvæske, opløsning",concentrate for solution for infusion,6,19082260,intrathecal suspension,24
"koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","koncentrat til injektions- og infusionsvæske, opløsning",concentrate for solution for infusion,6,19059413,ophthalmic irrigation solution,24
kutan vÃ¦ske,kutan væske,cutaneous liquid,6,19135843,liquid,10
kutan vÃ¦ske,kutan væske,cutaneous liquid,6,19082106,intravenous solution,11
kutan vÃ¦ske,kutan væske,cutaneous liquid,6,19021887,capsule,12
kutan vÃ¦ske,kutan væske,cutaneous liquid,6,19018708,elixir,12
kutan vÃ¦ske,kutan væske,cutaneous liquid,6,19111155,solid,12
kutan vÃ¦ske,kutan væske,cutaneous liquid,6,19000942,suppository,12
kutan vÃ¦ske,kutan væske,cutaneous liquid,6,19001144,suspension,12
kutan vÃ¦ske,kutan væske,cutaneous liquid,6,19095900,mucosal spray,13
kutan vÃ¦ske,kutan væske,cutaneous liquid,6,19095974,urethral gel,13
kutanspray,kutanspray,cutaneous spray,6,19095900,mucosal spray,8
kutanspray,kutanspray,cutaneous spray,6,19011167,nasal spray,8
kutanspray,kutanspray,cutaneous spray,6,19095911,oral spray,8
kutanspray,kutanspray,cutaneous spray,6,19082281,powder spray,8
kutanspray,kutanspray,cutaneous spray,6,19082199,rectal spray,8
kutanspray,kutanspray,cutaneous spray,6,19095912,topical spray,8
kutanspray,kutanspray,cutaneous spray,6,19112649,vaginal spray,8
kutanspray,kutanspray,cutaneous spray,6,19095899,spray,10
kutanspray,kutanspray,cutaneous spray,6,19000942,suppository,10
"mikstur, enkeltdosisbeholder","mikstur, enkeltdosisbeholder",oral single-dose container,6,19082253,oral lozenge,16
"mikstur, enkeltdosisbeholder","mikstur, enkeltdosisbeholder",oral single-dose container,6,19095975,oral ointment,16
"mikstur, enkeltdosisbeholder","mikstur, enkeltdosisbeholder",oral single-dose container,6,19082191,oral suspension,16
"mikstur, enkeltdosisbeholder","mikstur, enkeltdosisbeholder",oral single-dose container,6,19126918,metered dose inhaler,17
"mikstur, enkeltdosisbeholder","mikstur, enkeltdosisbeholder",oral single-dose container,6,19082170,oral solution,17
"mikstur, enkeltdosisbeholder","mikstur, enkeltdosisbeholder",oral single-dose container,6,19127579,dry powder inhaler,18
"mikstur, enkeltdosisbeholder","mikstur, enkeltdosisbeholder",oral single-dose container,6,19082651,oral granules,18
"mikstur, enkeltdosisbeholder","mikstur, enkeltdosisbeholder",oral single-dose container,6,19082251,oral wafer,18
"mikstur, enkeltdosisbeholder","mikstur, enkeltdosisbeholder",oral single-dose container,6,19082285,sublingual tablet,18
"mikstur, suspension","mikstur, suspension",oral suspension,6,19082191,oral suspension,0
"mikstur, suspension","mikstur, suspension",oral suspension,6,19095977,nasal suspension,3
"mikstur, suspension","mikstur, suspension",oral suspension,6,19082196,otic suspension,3
"mikstur, suspension","mikstur, suspension",oral suspension,6,19082221,rectal suspension,4
"mikstur, suspension","mikstur, suspension",oral suspension,6,46234410,topical suspension,4
"mikstur, suspension","mikstur, suspension",oral suspension,6,19001144,suspension,5
"mikstur, suspension","mikstur, suspension",oral suspension,6,19082170,oral solution,6
"mikstur, suspension","mikstur, suspension",oral suspension,6,19082167,ophthalmic suspension,7
"mikstur, suspension","mikstur, suspension",oral suspension,6,19082168,oral capsule,8
oplÃ¸sning til anvendelse i drikkevand,opløsning til anvendelse i drikkevand,solution for use in drinking water,6,19126918,metered dose inhaler,24
oplÃ¸sning til anvendelse i drikkevand,opløsning til anvendelse i drikkevand,solution for use in drinking water,6,19127579,dry powder inhaler,25
oplÃ¸sning til anvendelse i drikkevand,opløsning til anvendelse i drikkevand,solution for use in drinking water,6,19082194,otic ointment,25
oplÃ¸sning til anvendelse i drikkevand,opløsning til anvendelse i drikkevand,solution for use in drinking water,6,19082196,otic suspension,25
oplÃ¸sning til anvendelse i drikkevand,opløsning til anvendelse i drikkevand,solution for use in drinking water,6,19082049,16 hour transdermal patch,26
oplÃ¸sning til anvendelse i drikkevand,opløsning til anvendelse i drikkevand,solution for use in drinking water,6,19001949,delayed release oral tablet,26
oplÃ¸sning til anvendelse i drikkevand,opløsning til anvendelse i drikkevand,solution for use in drinking water,6,19082076,disintegrating oral tablet,26
oplÃ¸sning til anvendelse i drikkevand,opløsning til anvendelse i drikkevand,solution for use in drinking water,6,19082107,liquid cleanser,26
oplÃ¸sning til anvendelse i drikkevand,opløsning til anvendelse i drikkevand,solution for use in drinking water,6,19082192,orderable drug form,26
oral emulsion,oral emulsion,oral emulsion,6,19082170,oral solution,5
oral emulsion,oral emulsion,oral emulsion,6,19082191,oral suspension,6
oral emulsion,oral emulsion,oral emulsion,6,19082168,oral capsule,7
oral emulsion,oral emulsion,oral emulsion,6,19082101,oral flakes,7
oral emulsion,oral emulsion,oral emulsion,6,19095916,oral gel,7
oral emulsion,oral emulsion,oral emulsion,6,19095918,oral paste,7
oral emulsion,oral emulsion,oral emulsion,6,19082652,oral pellet,7
oral emulsion,oral emulsion,oral emulsion,6,19126316,oral strip,7
oral emulsion,oral emulsion,oral emulsion,6,19082573,oral tablet,7
oral suspension til brug i drikkevand,oral suspension til brug i drikkevand,oral suspension for use in drinking water,6,19082191,oral suspension,26
oral suspension til brug i drikkevand,oral suspension til brug i drikkevand,oral suspension for use in drinking water,6,45775489,granules for oral solution,29
oral suspension til brug i drikkevand,oral suspension til brug i drikkevand,oral suspension for use in drinking water,6,45775490,granules for oral suspension,29
oral suspension til brug i drikkevand,oral suspension til brug i drikkevand,oral suspension for use in drinking water,6,19095977,nasal suspension,29
oral suspension til brug i drikkevand,oral suspension til brug i drikkevand,oral suspension for use in drinking water,6,19082196,otic suspension,29
oral suspension til brug i drikkevand,oral suspension til brug i drikkevand,oral suspension for use in drinking water,6,19127579,dry powder inhaler,30
oral suspension til brug i drikkevand,oral suspension til brug i drikkevand,oral suspension for use in drinking water,6,19126918,metered dose inhaler,30
oral suspension til brug i drikkevand,oral suspension til brug i drikkevand,oral suspension for use in drinking water,6,19082221,rectal suspension,30
oral suspension til brug i drikkevand,oral suspension til brug i drikkevand,oral suspension for use in drinking water,6,46234410,topical suspension,30
oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension for use in drinking water and concentrate for spray suspension,6,45775490,granules for oral suspension,54
oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension for use in drinking water and concentrate for spray suspension,6,45775492,powder for oral suspension,54
oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension for use in drinking water and concentrate for spray suspension,6,19082080,extended release suspension,57
oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension for use in drinking water and concentrate for spray suspension,6,19095915,intravenous suspension,58
oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension for use in drinking water and concentrate for spray suspension,6,45775489,granules for oral solution,59
oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension for use in drinking water and concentrate for spray suspension,6,19095914,intramuscular suspension,59
oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension for use in drinking water and concentrate for spray suspension,6,19082260,intrathecal suspension,59
oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension for use in drinking water and concentrate for spray suspension,6,45775491,powder for oral solution,60
oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension til brug i drikkevand og koncentrat til spray suspension,oral suspension for use in drinking water and concentrate for spray suspension,6,19082256,24 hour extended release capsule,61
stift,stift,pin,6,40228565,oil,2
stift,stift,pin,6,19082653,bar,3
stift,stift,pin,6,19082630,disk,3
stift,stift,pin,6,40228366,gas,3
stift,stift,pin,6,19112544,gel,3
stift,stift,pin,6,19127776,pack,3
stift,stift,pin,6,19082102,foam,4
stift,stift,pin,6,19011932,lotion,4
stift,stift,pin,6,19082675,pudding,4
vaginaltabletter og creme,vaginaltabletter og creme,vaginal tablets and cream,6,19010962,vaginal tablet,11
vaginaltabletter og creme,vaginaltabletter og creme,vaginal tablets and cream,6,19010878,vaginal cream,12
vaginaltabletter og creme,vaginaltabletter og creme,vaginal tablets and cream,6,19112649,vaginal spray,14
vaginaltabletter og creme,vaginaltabletter og creme,vaginal tablets and cream,6,44784844,injectable foam,15
vaginaltabletter og creme,vaginaltabletter og creme,vaginal tablets and cream,6,19082161,nasal cream,15
vaginaltabletter og creme,vaginaltabletter og creme,vaginal tablets and cream,6,19010879,vaginal foam,15
vaginaltabletter og creme,vaginaltabletter og creme,vaginal tablets and cream,6,19082287,vaginal ointment,15
vaginaltabletter og creme,vaginaltabletter og creme,vaginal tablets and cream,6,19082230,vaginal powder,15
vaginaltabletter og creme,vaginaltabletter og creme,vaginal tablets and cream,6,19093368,vaginal suppository,15
"Ã¸jendrÃ¥ber, enkeltdosisbeholder","øjendråber, enkeltdosisbeholder","eye drops, single-dose container",6,19126918,metered dose inhaler,20
"Ã¸jendrÃ¥ber, enkeltdosisbeholder","øjendråber, enkeltdosisbeholder","eye drops, single-dose container",6,19127579,dry powder inhaler,23
"Ã¸jendrÃ¥ber, enkeltdosisbeholder","øjendråber, enkeltdosisbeholder","eye drops, single-dose container",6,19082079,extended release oral tablet,23
"Ã¸jendrÃ¥ber, enkeltdosisbeholder","øjendråber, enkeltdosisbeholder","eye drops, single-dose container",6,19130329,medicated tape,23
"Ã¸jendrÃ¥ber, enkeltdosisbeholder","øjendråber, enkeltdosisbeholder","eye drops, single-dose container",6,19001949,delayed release oral tablet,24
"Ã¸jendrÃ¥ber, enkeltdosisbeholder","øjendråber, enkeltdosisbeholder","eye drops, single-dose container",6,44817840,effervescent oral tablet,24
"Ã¸jendrÃ¥ber, enkeltdosisbeholder","øjendråber, enkeltdosisbeholder","eye drops, single-dose container",6,46275062,jet injector,24
"Ã¸jendrÃ¥ber, enkeltdosisbeholder","øjendråber, enkeltdosisbeholder","eye drops, single-dose container",6,19082225,topical lotion,24
"Ã¸jendrÃ¥ber, enkeltdosisbeholder","øjendråber, enkeltdosisbeholder","eye drops, single-dose container",6,19082227,topical ointment,24
"Ã¸jengel, enkeltdosisbeholder","øjengel, enkeltdosisbeholder","eye gel, single-dose container",6,19126918,metered dose inhaler,18
"Ã¸jengel, enkeltdosisbeholder","øjengel, enkeltdosisbeholder","eye gel, single-dose container",6,19082079,extended release oral tablet,21
"Ã¸jengel, enkeltdosisbeholder","øjengel, enkeltdosisbeholder","eye gel, single-dose container",6,19001949,delayed release oral tablet,22
"Ã¸jengel, enkeltdosisbeholder","øjengel, enkeltdosisbeholder","eye gel, single-dose container",6,46275062,jet injector,22
"Ã¸jengel, enkeltdosisbeholder","øjengel, enkeltdosisbeholder","eye gel, single-dose container",6,19082107,liquid cleanser,22
"Ã¸jengel, enkeltdosisbeholder","øjengel, enkeltdosisbeholder","eye gel, single-dose container",6,46234467,pen injector,22
"Ã¸jengel, enkeltdosisbeholder","øjengel, enkeltdosisbeholder","eye gel, single-dose container",6,19082282,rectal ointment,22
"Ã¸jengel, enkeltdosisbeholder","øjengel, enkeltdosisbeholder","eye gel, single-dose container",6,19082285,sublingual tablet,22
"Ã¸jengel, enkeltdosisbeholder","øjengel, enkeltdosisbeholder","eye gel, single-dose container",6,19010962,vaginal tablet,22
"depotgranulat til oral suspension, enkeltdosisbeholder","depotgranulat til oral suspension, enkeltdosisbeholder","prolonged-release granules for oral suspension, single-dose container",5,45775490,granules for oral suspension,41
"depotgranulat til oral suspension, enkeltdosisbeholder","depotgranulat til oral suspension, enkeltdosisbeholder","prolonged-release granules for oral suspension, single-dose container",5,45775492,powder for oral suspension,44
"depotgranulat til oral suspension, enkeltdosisbeholder","depotgranulat til oral suspension, enkeltdosisbeholder","prolonged-release granules for oral suspension, single-dose container",5,45775489,granules for oral solution,46
"depotgranulat til oral suspension, enkeltdosisbeholder","depotgranulat til oral suspension, enkeltdosisbeholder","prolonged-release granules for oral suspension, single-dose container",5,19082080,extended release suspension,48
"depotgranulat til oral suspension, enkeltdosisbeholder","depotgranulat til oral suspension, enkeltdosisbeholder","prolonged-release granules for oral suspension, single-dose container",5,19082255,delayed release oral capsule,49
"depotgranulat til oral suspension, enkeltdosisbeholder","depotgranulat til oral suspension, enkeltdosisbeholder","prolonged-release granules for oral suspension, single-dose container",5,19082077,extended release oral capsule,49
"depotgranulat til oral suspension, enkeltdosisbeholder","depotgranulat til oral suspension, enkeltdosisbeholder","prolonged-release granules for oral suspension, single-dose container",5,45775491,powder for oral solution,49
"depotgranulat til oral suspension, enkeltdosisbeholder","depotgranulat til oral suspension, enkeltdosisbeholder","prolonged-release granules for oral suspension, single-dose container",5,19001949,delayed release oral tablet,50
"depotgranulat til oral suspension, enkeltdosisbeholder","depotgranulat til oral suspension, enkeltdosisbeholder","prolonged-release granules for oral suspension, single-dose container",5,19082079,extended release oral tablet,50
"depotgranulat, enkeltdosisbeholder","depotgranulat, enkeltdosisbeholder","prolonged-release granules, single-dose container",5,19001949,delayed release oral tablet,31
"depotgranulat, enkeltdosisbeholder","depotgranulat, enkeltdosisbeholder","prolonged-release granules, single-dose container",5,19082079,extended release oral tablet,31
"depotgranulat, enkeltdosisbeholder","depotgranulat, enkeltdosisbeholder","prolonged-release granules, single-dose container",5,19082255,delayed release oral capsule,32
"depotgranulat, enkeltdosisbeholder","depotgranulat, enkeltdosisbeholder","prolonged-release granules, single-dose container",5,19082077,extended release oral capsule,32
"depotgranulat, enkeltdosisbeholder","depotgranulat, enkeltdosisbeholder","prolonged-release granules, single-dose container",5,19082080,extended release suspension,32
"depotgranulat, enkeltdosisbeholder","depotgranulat, enkeltdosisbeholder","prolonged-release granules, single-dose container",5,19082222,sustained release buccal tablet,33
"depotgranulat, enkeltdosisbeholder","depotgranulat, enkeltdosisbeholder","prolonged-release granules, single-dose container",5,19082048,12 hour extended release tablet,34
"depotgranulat, enkeltdosisbeholder","depotgranulat, enkeltdosisbeholder","prolonged-release granules, single-dose container",5,19082050,24 hour extended release tablet,34
"depotgranulat, enkeltdosisbeholder","depotgranulat, enkeltdosisbeholder","prolonged-release granules, single-dose container",5,45775492,powder for oral suspension,35
filmovertrukne depottabletter,filmovertrukne depottabletter,film-coated extended release tablets,5,19082048,12 hour extended release tablet,11
filmovertrukne depottabletter,filmovertrukne depottabletter,film-coated extended release tablets,5,19082050,24 hour extended release tablet,11
filmovertrukne depottabletter,filmovertrukne depottabletter,film-coated extended release tablets,5,19103220,12 hour extended release capsule,16
filmovertrukne depottabletter,filmovertrukne depottabletter,film-coated extended release tablets,5,19082256,24 hour extended release capsule,16
filmovertrukne depottabletter,filmovertrukne depottabletter,film-coated extended release tablets,5,19082079,extended release oral tablet,18
filmovertrukne depottabletter,filmovertrukne depottabletter,film-coated extended release tablets,5,19001949,delayed release oral tablet,20
filmovertrukne depottabletter,filmovertrukne depottabletter,film-coated extended release tablets,5,19082080,extended release suspension,20
filmovertrukne depottabletter,filmovertrukne depottabletter,film-coated extended release tablets,5,19082076,disintegrating oral tablet,22
filmovertrukne depottabletter,filmovertrukne depottabletter,film-coated extended release tablets,5,19082077,extended release oral capsule,22
"inhalationsspray, emulsion","inhalationsspray, emulsion",Inhaler Emulsion,5,19095898,inhalant solution,9
"inhalationsspray, emulsion","inhalationsspray, emulsion",Inhaler Emulsion,5,19082165,nasal solution,10
"inhalationsspray, emulsion","inhalationsspray, emulsion",Inhaler Emulsion,5,19095977,nasal suspension,10
"inhalationsspray, emulsion","inhalationsspray, emulsion",Inhaler Emulsion,5,19082170,oral solution,10
"inhalationsspray, emulsion","inhalationsspray, emulsion",Inhaler Emulsion,5,19082191,oral suspension,10
"inhalationsspray, emulsion","inhalationsspray, emulsion",Inhaler Emulsion,5,46234469,injection,11
"inhalationsspray, emulsion","inhalationsspray, emulsion",Inhaler Emulsion,5,19082283,rectal solution,11
"inhalationsspray, emulsion","inhalationsspray, emulsion",Inhaler Emulsion,5,19082221,rectal suspension,11
"inhalationsspray, emulsion","inhalationsspray, emulsion",Inhaler Emulsion,5,19111276,solution,11
"injektionsvÃ¦ske, oplÃ¸sning, enkeltdosisbeholder","injektionsvæske, opløsning, enkeltdosisbeholder","solution for injection, single dose container",5,19082048,12 hour extended release tablet,31
"injektionsvÃ¦ske, oplÃ¸sning, enkeltdosisbeholder","injektionsvæske, opløsning, enkeltdosisbeholder","solution for injection, single dose container",5,19082050,24 hour extended release tablet,31
"injektionsvÃ¦ske, oplÃ¸sning, enkeltdosisbeholder","injektionsvæske, opløsning, enkeltdosisbeholder","solution for injection, single dose container",5,19103220,12 hour extended release capsule,32
"injektionsvÃ¦ske, oplÃ¸sning, enkeltdosisbeholder","injektionsvæske, opløsning, enkeltdosisbeholder","solution for injection, single dose container",5,19082256,24 hour extended release capsule,32
"injektionsvÃ¦ske, oplÃ¸sning, enkeltdosisbeholder","injektionsvæske, opløsning, enkeltdosisbeholder","solution for injection, single dose container",5,19126918,metered dose inhaler,32
"injektionsvÃ¦ske, oplÃ¸sning, enkeltdosisbeholder","injektionsvæske, opløsning, enkeltdosisbeholder","solution for injection, single dose container",5,45775488,powder for nasal solution,32
"injektionsvÃ¦ske, oplÃ¸sning, enkeltdosisbeholder","injektionsvæske, opløsning, enkeltdosisbeholder","solution for injection, single dose container",5,19135440,augmented topical ointment,33
"injektionsvÃ¦ske, oplÃ¸sning, enkeltdosisbeholder","injektionsvæske, opløsning, enkeltdosisbeholder","solution for injection, single dose container",5,19016586,irrigation solution,33
"injektionsvÃ¦ske, oplÃ¸sning, enkeltdosisbeholder","injektionsvæske, opløsning, enkeltdosisbeholder","solution for injection, single dose container",5,45775492,powder for oral suspension,33
intramammÃ¦r oplÃ¸sning,intramammær opløsning,intramammary solution,5,19095913,intramuscular solution,6
intramammÃ¦r oplÃ¸sning,intramammær opløsning,intramammary solution,5,19082106,intravenous solution,7
intramammÃ¦r oplÃ¸sning,intramammær opløsning,intramammary solution,5,19095898,inhalant solution,8
intramammÃ¦r oplÃ¸sning,intramammær opløsning,intramammary solution,5,19082103,injectable solution,9
intramammÃ¦r oplÃ¸sning,intramammær opløsning,intramammary solution,5,19016586,irrigation solution,9
intramammÃ¦r oplÃ¸sning,intramammær opløsning,intramammary solution,5,19082165,nasal solution,9
intramammÃ¦r oplÃ¸sning,intramammær opløsning,intramammary solution,5,19082170,oral solution,10
intramammÃ¦r oplÃ¸sning,intramammær opløsning,intramammary solution,5,19082283,rectal solution,10
intramammÃ¦r oplÃ¸sning,intramammær opløsning,intramammary solution,5,19082228,topical solution,10
"koncentrat til injektionsvÃ¦ske, oplÃ¸sning","koncentrat til injektionsvæske, opløsning",concentrate for solution for injection,5,45775491,powder for oral solution,23
"koncentrat til injektionsvÃ¦ske, oplÃ¸sning","koncentrat til injektionsvæske, opløsning",concentrate for solution for injection,5,19082105,intraperitoneal solution,24
"koncentrat til injektionsvÃ¦ske, oplÃ¸sning","koncentrat til injektionsvæske, opløsning",concentrate for solution for injection,5,19082106,intravenous solution,24
"koncentrat til injektionsvÃ¦ske, oplÃ¸sning","koncentrat til injektionsvæske, opløsning",concentrate for solution for injection,5,45775488,powder for nasal solution,24
"koncentrat til injektionsvÃ¦ske, oplÃ¸sning","koncentrat til injektionsvæske, opløsning",concentrate for solution for injection,5,45775492,powder for oral suspension,24
"koncentrat til injektionsvÃ¦ske, oplÃ¸sning","koncentrat til injektionsvæske, opløsning",concentrate for solution for injection,5,45775489,granules for oral solution,25
"koncentrat til injektionsvÃ¦ske, oplÃ¸sning","koncentrat til injektionsvæske, opløsning",concentrate for solution for injection,5,19082103,injectable solution,25
"koncentrat til injektionsvÃ¦ske, oplÃ¸sning","koncentrat til injektionsvæske, opløsning",concentrate for solution for injection,5,19059413,ophthalmic irrigation solution,25
"koncentrat til injektionsvÃ¦ske, oplÃ¸sning","koncentrat til injektionsvæske, opløsning",concentrate for solution for injection,5,19082258,gas for inhalation,26
koncentrat til oral oplÃ¸sning til brug i drikkevand,koncentrat til oral opløsning til brug i drikkevand,concentrate for oral solution for use in drinking water,5,45775491,powder for oral solution,34
koncentrat til oral oplÃ¸sning til brug i drikkevand,koncentrat til oral opløsning til brug i drikkevand,concentrate for oral solution for use in drinking water,5,45775489,granules for oral solution,36
koncentrat til oral oplÃ¸sning til brug i drikkevand,koncentrat til oral opløsning til brug i drikkevand,concentrate for oral solution for use in drinking water,5,45775492,powder for oral suspension,36
koncentrat til oral oplÃ¸sning til brug i drikkevand,koncentrat til oral opløsning til brug i drikkevand,concentrate for oral solution for use in drinking water,5,45775488,powder for nasal solution,37
