Drugid,Navn,,Lægemiddelform,Styrketekst,AktiveSubstanser,MftIndehaver,ATC-kode,Godkendt procedure,Godkendt rolle,Registreringsdato,Er i Medicinpriser,,Sidst opdateret: 15-03-2016
28105525914,OctaplasLG,,"infusionsvæske, opløsning",45-70 mg/ml,"plasmaproteinkoagulationsfaktorer, humane, med plasminhæmmer og von Willebrand faktor",Octapharma AB,B05AA,MRP,CMS,07-09-2015,Ja,,
28105486214,Octaplex,,"pulver og solvens til infusionsvæske, opløsning",1000 IE,"Koagulationsfaktor II, humant, Koagulationsfaktor IX, humant, Koagulationsfaktor VII, humant, Koagulationsfaktor X, humant",Octapharma AB,B02BD01,Decentral procedure,CMS,16-09-2015,Ja,,
28104442408,Octaplex,,"pulver og solvens til infusionsvæske, opløsning",500 IE,"Koagulationsfaktor II, humant, Koagulationsfaktor IX, humant, Koagulationsfaktor VII, humant, Koagulationsfaktor X, humant, PROTEIN C, human, Protein S, Humant",Octapharma AB,B02BD01,MRP,CMS,23-04-2009,Ja,,
28105689915,Octasa,,enterotabletter,400 mg,MESALAZIN,EuroPharma.DK ApS,A07EC02,Par-Imp,DKMA,19-02-2016,Nej,,
28105690015,Octasa,,enterotabletter,800 mg,MESALAZIN,EuroPharma.DK ApS,A07EC02,Par-Imp,DKMA,19-02-2016,Nej,,
28101687194,Octostim,,næsespray,"1,5 mg/ml",DESMOPRESSINACETAT (trihydrat),Ferring Lægemidler A/S,H01BA02,National,DKMA,28-05-1996,Ja,,
28120201293,OctreoScan,,radiofarmaceutisk præparationssæt,,"Indium (111-In) chlorid, Pentetreotid",Mallinckrodt Medical B.V.,V09IB01,MRP,CMS,22-06-1995,Nej,,
28105017812,"Octreotide ""Fresenius Kabi""",,"injektionsvæske, opløsning",100 mikrog/ml,OCTREOTIDACETAT,Fresenius Kabi AB,H01CB02,Decentral procedure,CMS,26-03-2013,Nej,,
28105017912,"Octreotide ""Fresenius Kabi""",,"injektionsvæske, opløsning",500 mikrog/ml,OCTREOTIDACETAT,Fresenius Kabi AB,H01CB02,Decentral procedure,CMS,26-03-2013,Nej,,
28105017712,"Octreotide ""Fresenius Kabi""",,"injektionsvæske, opløsning",50 mikrog/ml,OCTREOTIDACETAT,Fresenius Kabi AB,H01CB02,Decentral procedure,CMS,26-03-2013,Nej,,
28104078606,"Octreotide ""Hospira""",,"injektionsvæske, opløsning",100 mikrogram/ml,OCTREOTIDACETAT,Hospira UK Limited,H01CB02,MRP,CMS,15-08-2007,Nej,,
28104078706,"Octreotide ""Hospira""",,"injektionsvæske, opløsning",200 mikrogram/ml,OCTREOTIDACETAT,Hospira UK Limited,H01CB02,MRP,CMS,15-08-2007,Ja,,
28104078806,"Octreotide ""Hospira""",,"injektionsvæske, opløsning",500 mikrogram/ml,OCTREOTIDACETAT,Hospira UK Limited,H01CB02,MRP,CMS,15-08-2007,Nej,,
28104078506,"Octreotide ""Hospira""",,"injektionsvæske, opløsning",50 mikrogram/ml,OCTREOTIDACETAT,Hospira UK Limited,H01CB02,MRP,CMS,15-08-2007,Ja,,
28104808610,"Octreotid ""Sun""",,"injektionsvæske, opløsning","0,05 mg/1 ml",OCTREOTIDACETAT,SUN Pharmaceutical Industries,H01CB02,MRP,CMS,22-06-2011,Ja,,
28104808710,"Octreotid ""Sun""",,"injektionsvæske, opløsning","0,1 mg/1 ml",OCTREOTIDACETAT,SUN Pharmaceutical Industries,H01CB02,MRP,CMS,22-06-2011,Ja,,
28104808810,"Octreotid ""Sun""",,"injektionsvæske, opløsning","0,5 mg/1 ml",OCTREOTIDACETAT,SUN Pharmaceutical Industries,H01CB02,MRP,CMS,22-06-2011,Nej,,
28104808910,"Octreotid ""Sun""",,"injektionsvæske, opløsning",1 mg/5 ml,OCTREOTIDACETAT,SUN Pharmaceutical Industries,H01CB02,MRP,CMS,22-06-2011,Ja,,
28104967511,Octroflex,,"injektionsvæske, opløsning",200 mikrogram/ml,OCTREOTIDACETAT,NordicInfu Care AB,H01CB02,Decentral procedure,CMS,15-04-2013,Nej,,
28101904697,Oculac,,"øjendråber, opløsning",50 mg/ml,POVIDON K 25,Alcon Nordic A/S,S01XA20,MRP,CMS,09-01-1998,Ja,,
28101904797,Oculac,,"øjendråber, opløsning, enkeltdosisbeholder",50 mg/ml,POVIDON K 25,Alcon Nordic A/S,S01XA20,MRP,CMS,09-01-1998,Ja,,
28105586515,Oculac,,"øjendråber, opløsning, enkeltdosisbeholder",50 mg/ml,POVIDON K 25,Orifarm A/S,S01XA20,Par-Imp,DKMA,15-07-2015,Nej,,
28103020698,Oculastin,,"øjendråber, opløsning","0,05 %",AZELASTINHYDROCHLORID,Meda AS,S01GX07,MRP,CMS,23-09-1998,Nej,,
28105122212,Oculobrim,,"øjendråber, opløsning",2 mg/ml,BRIMONIDINTARTRAT,Jadran Galenski Laboratorij,S01EA05,Decentral procedure,RMS,15-12-2014,Nej,,
28105426514,Odomzo,,"kapsler, hårde",200 mg,Sonidegib,Novartis Europharm Limited,L01XX48,Central,MOD,14-08-2015,Nej,,
28101493892,Odrik,,"kapsler, hårde","0,5 mg",TRANDOLAPRIL,BGP Products AB,C09AA10,National,DKMA,04-02-1993,Ja,,
28101493992,Odrik,,"kapsler, hårde",2 mg,TRANDOLAPRIL,BGP Products AB,C09AA10,National,DKMA,04-02-1993,Ja,,
28105342213,Oestring,,vaginalindlæg,"7,5 mikrog./24 timer",ESTRADIOL,2care4 ApS,G03CA03,Par-Imp,DKMA,24-04-2014,Nej,,
28105406914,Oestring,,vaginalindlæg,"7,5 mikrog./24 timer",ESTRADIOL,Orifarm A/S,G03CA03,Par-Imp,DKMA,30-06-2014,Ja,,
28105424314,Oestring,,vaginalindlæg,"7,5 mikrog./24 timer",ESTRADIOL,Paranova Danmark A/S,G03CA03,Par-Imp,DKMA,30-06-2014,Ja,,
28105423114,Ofev,,"kapsler, bløde",100 mg,Nintedanib,Boehringer Ingelheim Int. GmbH,L01XE31,Central,MOD,15-01-2015,Ja,,
28105423214,Ofev,,"kapsler, bløde",150 mg,Nintedanib,Boehringer Ingelheim Int. GmbH,L01XE31,Central,MOD,15-01-2015,Ja,,
28105122612,Oftabrim,,"øjendråber, opløsning",2 mg/ml,BRIMONIDINTARTRAT,Jadran Galenski Laboratorij,S01EA05,Decentral procedure,RMS,15-12-2014,Nej,,
28101949797,Oftagel,,øjengel,"2,5 mg/g",CARBOMER 974P,Santen Oy,S01XA20,National,DKMA,28-03-2001,Ja,,
28103316001,Oftaquix,,"øjendråber, opløsning",5 mg/ml,LEVOFLOXACINHEMIHYDRAT,Santen Oy,S01AE05,MRP,CMS,25-04-2002,Ja,,
28104061207,Oftaquix,,"øjendråber, opløsning, enkeltdosisbeholder",5 mg/ml,LEVOFLOXACINHEMIHYDRAT,Santen Oy,S01AE05,MRP,CMS,25-05-2007,Ja,,
28104362708,"Olanzapin ""Accord""",,filmovertrukne tabletter,10 mg,OLANZAPIN,Accord Healthcare Limited,N05AH03,Decentral procedure,CMS,30-06-2010,Nej,,
28104362808,"Olanzapin ""Accord""",,filmovertrukne tabletter,15 mg,OLANZAPIN,Accord Healthcare Limited,N05AH03,Decentral procedure,CMS,30-06-2010,Nej,,
28104362908,"Olanzapin ""Accord""",,filmovertrukne tabletter,20 mg,OLANZAPIN,Accord Healthcare Limited,N05AH03,Decentral procedure,CMS,30-06-2010,Nej,,
28104362408,"Olanzapin ""Accord""",,filmovertrukne tabletter,"2,5 mg",OLANZAPIN,Accord Healthcare Limited,N05AH03,Decentral procedure,CMS,30-06-2010,Nej,,
28104362508,"Olanzapin ""Accord""",,filmovertrukne tabletter,5 mg,OLANZAPIN,Accord Healthcare Limited,N05AH03,Decentral procedure,CMS,30-06-2010,Nej,,
28104362608,"Olanzapin ""Accord""",,filmovertrukne tabletter,"7,5 mg",OLANZAPIN,Accord Healthcare Limited,N05AH03,Decentral procedure,CMS,30-06-2010,Ja,,
28104293508,"Olanzapin ""Actavis""",,filmovertrukne tabletter,10 mg,OLANZAPIN,Actavis Group PTC ehf.,N05AH03,Decentral procedure,RMS,23-07-2010,Ja,,
28104293608,"Olanzapin ""Actavis""",,filmovertrukne tabletter,15 mg,OLANZAPIN,Actavis Group PTC ehf.,N05AH03,Decentral procedure,RMS,23-07-2010,Nej,,
28104293708,"Olanzapin ""Actavis""",,filmovertrukne tabletter,20 mg,OLANZAPIN,Actavis Group PTC ehf.,N05AH03,Decentral procedure,RMS,23-07-2010,Nej,,
28104293208,"Olanzapin ""Actavis""",,filmovertrukne tabletter,"2,5 mg",OLANZAPIN,Actavis Group PTC ehf.,N05AH03,Decentral procedure,RMS,23-07-2010,Ja,,
28104293308,"Olanzapin ""Actavis""",,filmovertrukne tabletter,5 mg,OLANZAPIN,Actavis Group PTC ehf.,N05AH03,Decentral procedure,RMS,23-07-2010,Ja,,
28104293408,"Olanzapin ""Actavis""",,filmovertrukne tabletter,"7,5 mg",OLANZAPIN,Actavis Group PTC ehf.,N05AH03,Decentral procedure,RMS,23-07-2010,Nej,,
28104123407,"Olanzapin ""Actavis""",,smeltetabletter,10 mg,OLANZAPIN,Actavis Group PTC ehf.,N05AH03,Decentral procedure,RMS,08-09-2009,Nej,,
28104123507,"Olanzapin ""Actavis""",,smeltetabletter,15 mg,OLANZAPIN,Actavis Group PTC ehf.,N05AH03,Decentral procedure,RMS,08-09-2009,Nej,,
28104123607,"Olanzapin ""Actavis""",,smeltetabletter,20 mg,OLANZAPIN,Actavis Group PTC ehf.,N05AH03,Decentral procedure,RMS,08-09-2009,Nej,,
28104123307,"Olanzapin ""Actavis""",,smeltetabletter,5 mg,OLANZAPIN,Actavis Group PTC ehf.,N05AH03,Decentral procedure,RMS,08-09-2009,Nej,,
28104127007,Olanzapin AL,,smeltetabletter,10 mg,OLANZAPIN,ALIUD Pharma GmbH & Co. KG,N05AH03,Decentral procedure,RMS,28-07-2008,Nej,,
28104127107,Olanzapin AL,,smeltetabletter,15 mg,OLANZAPIN,ALIUD Pharma GmbH & Co. KG,N05AH03,Decentral procedure,RMS,28-07-2008,Nej,,
28104127207,Olanzapin AL,,smeltetabletter,20 mg,OLANZAPIN,ALIUD Pharma GmbH & Co. KG,N05AH03,Decentral procedure,RMS,28-07-2008,Nej,,
28104126907,Olanzapin AL,,smeltetabletter,5 mg,OLANZAPIN,ALIUD Pharma GmbH & Co. KG,N05AH03,Decentral procedure,RMS,28-07-2008,Nej,,
28104296508,"Olanzapin ""DOC Generici""",,filmovertrukne tabletter,10 mg,OLANZAPIN,DOC Generici S.r.l.,N05AH03,Decentral procedure,RMS,06-07-2010,Nej,,
28104296608,"Olanzapin ""DOC Generici""",,filmovertrukne tabletter,15 mg,OLANZAPIN,DOC Generici S.r.l.,N05AH03,Decentral procedure,RMS,06-07-2010,Nej,,
28104296708,"Olanzapin ""DOC Generici""",,filmovertrukne tabletter,20 mg,OLANZAPIN,DOC Generici S.r.l.,N05AH03,Decentral procedure,RMS,06-07-2010,Nej,,
28104296208,"Olanzapin ""DOC Generici""",,filmovertrukne tabletter,"2,5 mg",OLANZAPIN,DOC Generici S.r.l.,N05AH03,Decentral procedure,RMS,06-07-2010,Nej,,
28104296308,"Olanzapin ""DOC Generici""",,filmovertrukne tabletter,5 mg,OLANZAPIN,DOC Generici S.r.l.,N05AH03,Decentral procedure,RMS,06-07-2010,Nej,,
28104296408,"Olanzapin ""DOC Generici""",,filmovertrukne tabletter,"7,5 mg",OLANZAPIN,DOC Generici S.r.l.,N05AH03,Decentral procedure,RMS,06-07-2010,Nej,,
28104124207,"Olanzapin ""dura""",,smeltetabletter,10 mg,OLANZAPIN,Mylan dura GmbH,N05AH03,Decentral procedure,RMS,28-07-2008,Nej,,
28104124307,"Olanzapin ""dura""",,smeltetabletter,15 mg,OLANZAPIN,Mylan dura GmbH,N05AH03,Decentral procedure,RMS,28-07-2008,Nej,,
28104124407,"Olanzapin ""dura""",,smeltetabletter,20 mg,OLANZAPIN,Mylan dura GmbH,N05AH03,Decentral procedure,RMS,28-07-2008,Nej,,
28104124107,"Olanzapin ""dura""",,smeltetabletter,5 mg,OLANZAPIN,Mylan dura GmbH,N05AH03,Decentral procedure,RMS,28-07-2008,Nej,,
28104534409,"Olanzapine ""Apotex""",,filmovertrukne tabletter,10 mg,OLANZAPIN,Apotex Europe B.V.,N05AH03,Central,MOD,10-06-2010,Nej,,
28104534109,"Olanzapine ""Apotex""",,filmovertrukne tabletter,"2,5 mg",OLANZAPIN,Apotex Europe B.V.,N05AH03,Central,MOD,10-06-2010,Nej,,
28104534209,"Olanzapine ""Apotex""",,filmovertrukne tabletter,5 mg,OLANZAPIN,Apotex Europe B.V.,N05AH03,Central,MOD,10-06-2010,Nej,,
28104534309,"Olanzapine ""Apotex""",,filmovertrukne tabletter,"7,5 mg",OLANZAPIN,Apotex Europe B.V.,N05AH03,Central,MOD,10-06-2010,Nej,,
28104713310,"Olanzapine ""Apotex""",,smeltetabletter,10 mg,OLANZAPIN,Apotex Europe B.V.,N05AH03,Central,MOD,10-06-2010,Nej,,
28104713410,"Olanzapine ""Apotex""",,smeltetabletter,15 mg,OLANZAPIN,Apotex Europe B.V.,N05AH03,Central,MOD,10-06-2010,Nej,,
28104713510,"Olanzapine ""Apotex""",,smeltetabletter,20 mg,OLANZAPIN,Apotex Europe B.V.,N05AH03,Central,MOD,10-06-2010,Nej,,
28104713210,"Olanzapine ""Apotex""",,smeltetabletter,5 mg,OLANZAPIN,Apotex Europe B.V.,N05AH03,Central,MOD,10-06-2010,Nej,,
28104445408,"Olanzapine ""Glenmark""",,tabletter,10 mg,OLANZAPIN,Glenmark Pharmaceuticals Europe,N05AH03,Central,MOD,03-12-2009,Nej,,
28104445508,"Olanzapine ""Glenmark""",,tabletter,15 mg,OLANZAPIN,Glenmark Pharmaceuticals Europe,N05AH03,Central,MOD,03-12-2009,Nej,,
28104445608,"Olanzapine ""Glenmark""",,tabletter,20 mg,OLANZAPIN,Glenmark Pharmaceuticals Europe,N05AH03,Central,MOD,03-12-2009,Nej,,
28104445108,"Olanzapine ""Glenmark""",,tabletter,"2,5 mg",OLANZAPIN,Glenmark Pharmaceuticals Europe,N05AH03,Central,MOD,03-12-2009,Nej,,
28104445208,"Olanzapine ""Glenmark""",,tabletter,5 mg,OLANZAPIN,Glenmark Pharmaceuticals Europe,N05AH03,Central,MOD,03-12-2009,Nej,,
28104445308,"Olanzapine ""Glenmark""",,tabletter,"7,5 mg",OLANZAPIN,Glenmark Pharmaceuticals Europe,N05AH03,Central,MOD,03-12-2009,Nej,,
28104445808,"Olanzapine ""Glenmark Europe""",,smeltetabletter,10 mg,OLANZAPIN,Glenmark Pharmaceuticals Europe,N05AH03,Central,MOD,03-12-2009,Nej,,
28104445908,"Olanzapine ""Glenmark Europe""",,smeltetabletter,15 mg,OLANZAPIN,Glenmark Pharmaceuticals Europe,N05AH03,Central,MOD,03-12-2009,Nej,,
28104446008,"Olanzapine ""Glenmark Europe""",,smeltetabletter,20 mg,OLANZAPIN,Glenmark Pharmaceuticals Europe,N05AH03,Central,MOD,03-12-2009,Nej,,
28104445708,"Olanzapine ""Glenmark Europe""",,smeltetabletter,5 mg,OLANZAPIN,Glenmark Pharmaceuticals Europe,N05AH03,Central,MOD,03-12-2009,Nej,,
28104070307,"Olanzapine ""Teva""",,filmovertrukne tabletter,10 mg,OLANZAPIN,Teva B.V.,N05AH03,Central,MOD,12-12-2007,Ja,,
28104070407,"Olanzapine ""Teva""",,filmovertrukne tabletter,15 mg,OLANZAPIN,Teva B.V.,N05AH03,Central,MOD,12-12-2007,Ja,,
28104070507,"Olanzapine ""Teva""",,filmovertrukne tabletter,20 mg,OLANZAPIN,Teva B.V.,N05AH03,Central,MOD,12-12-2007,Ja,,
28104070007,"Olanzapine ""Teva""",,filmovertrukne tabletter,"2,5 mg",OLANZAPIN,Teva B.V.,N05AH03,Central,MOD,12-12-2007,Ja,,
28104070107,"Olanzapine ""Teva""",,filmovertrukne tabletter,5 mg,OLANZAPIN,Teva B.V.,N05AH03,Central,MOD,12-12-2007,Ja,,
28104070207,"Olanzapine ""Teva""",,filmovertrukne tabletter,"7,5 mg",OLANZAPIN,Teva B.V.,N05AH03,Central,MOD,12-12-2007,Ja,,
28104070907,"Olanzapine ""Teva""",,smeltetabletter,10 mg,OLANZAPIN,Teva B.V.,N05AH03,Central,MOD,12-12-2007,Ja,,
28104071007,"Olanzapine ""Teva""",,smeltetabletter,15 mg,OLANZAPIN,Teva B.V.,N05AH03,Central,MOD,12-12-2007,Ja,,
28104071107,"Olanzapine ""Teva""",,smeltetabletter,20 mg,OLANZAPIN,Teva B.V.,N05AH03,Central,MOD,12-12-2007,Ja,,
28104070707,"Olanzapine ""Teva""",,smeltetabletter,5 mg,OLANZAPIN,Teva B.V.,N05AH03,Central,MOD,12-12-2007,Ja,,
28104003706,"Olanzapin ""Krka""",,smeltetabletter,10 mg,OLANZAPIN,KRKA d.d. Novo mesto,N05AH03,Decentral procedure,RMS,18-12-2007,Nej,,
28104003806,"Olanzapin ""Krka""",,smeltetabletter,15 mg,OLANZAPIN,KRKA d.d. Novo mesto,N05AH03,Decentral procedure,RMS,18-12-2007,Nej,,
28104003906,"Olanzapin ""Krka""",,smeltetabletter,20 mg,OLANZAPIN,KRKA d.d. Novo mesto,N05AH03,Decentral procedure,RMS,18-12-2007,Nej,,
28104003506,"Olanzapin ""Krka""",,smeltetabletter,5 mg,OLANZAPIN,KRKA d.d. Novo mesto,N05AH03,Decentral procedure,RMS,18-12-2007,Nej,,
28104003606,"Olanzapin ""Krka""",,smeltetabletter,"7,5 mg",OLANZAPIN,KRKA d.d. Novo mesto,N05AH03,Decentral procedure,RMS,18-12-2007,Nej,,
28104003206,"Olanzapin ""Krka""",,tabletter,10 mg,OLANZAPIN,KRKA d.d. Novo mesto,N05AH03,Decentral procedure,RMS,18-12-2007,Nej,,
28104003306,"Olanzapin ""Krka""",,tabletter,15 mg,OLANZAPIN,KRKA d.d. Novo mesto,N05AH03,Decentral procedure,RMS,18-12-2007,Nej,,
28104003406,"Olanzapin ""Krka""",,tabletter,20 mg,OLANZAPIN,KRKA d.d. Novo mesto,N05AH03,Decentral procedure,RMS,18-12-2007,Nej,,
28104002906,"Olanzapin ""Krka""",,tabletter,"2,5 mg",OLANZAPIN,KRKA d.d. Novo mesto,N05AH03,Decentral procedure,RMS,18-12-2007,Nej,,
28104003006,"Olanzapin ""Krka""",,tabletter,5 mg,OLANZAPIN,KRKA d.d. Novo mesto,N05AH03,Decentral procedure,RMS,18-12-2007,Nej,,
28104003106,"Olanzapin ""Krka""",,tabletter,"7,5 mg",OLANZAPIN,KRKA d.d. Novo mesto,N05AH03,Decentral procedure,RMS,18-12-2007,Nej,,
28104277508,"Olanzapin ""Mylan""",,filmovertrukne tabletter,10 mg,OLANZAPIN,Generics (UK) Limited,N05AH03,Central,MOD,07-10-2008,Nej,,
28104277608,"Olanzapin ""Mylan""",,filmovertrukne tabletter,15 mg,OLANZAPIN,Generics (UK) Limited,N05AH03,Central,MOD,07-10-2008,Nej,,
28104277708,"Olanzapin ""Mylan""",,filmovertrukne tabletter,20 mg,OLANZAPIN,Generics (UK) Limited,N05AH03,Central,MOD,07-10-2008,Nej,,
28104277208,"Olanzapin ""Mylan""",,filmovertrukne tabletter,"2,5 mg",OLANZAPIN,Generics (UK) Limited,N05AH03,Central,MOD,07-10-2008,Nej,,
28104277308,"Olanzapin ""Mylan""",,filmovertrukne tabletter,5 mg,OLANZAPIN,Generics (UK) Limited,N05AH03,Central,MOD,07-10-2008,Nej,,
28104277408,"Olanzapin ""Mylan""",,filmovertrukne tabletter,"7,5 mg",OLANZAPIN,Generics (UK) Limited,N05AH03,Central,MOD,07-10-2008,Nej,,
28104026306,"Olanzapin ""Neopharma""",,overtrukne tabletter,"2,5 mg",OLANZAPIN,CIPLA (EU) Limited,N05AH03,Central,MOD,14-11-2007,Nej,,
28105687715,"Olanzapin ""Nordic Prime""",,filmovertrukne tabletter,20 mg,OLANZAPIN,Nordic Prime ApS,N05AH03,Par-Imp,DKMA,22-01-2016,Nej,,
28104566809,"Olanzapin ""Normon""",,smeltetabletter,10 mg,OLANZAPIN,Laboratorios Normon S.A.,N05AH03,Decentral procedure,RMS,08-03-2011,Nej,,
28104566909,"Olanzapin ""Normon""",,smeltetabletter,15 mg,OLANZAPIN,Laboratorios Normon S.A.,N05AH03,Decentral procedure,RMS,08-03-2011,Nej,,
28104567009,"Olanzapin ""Normon""",,smeltetabletter,20 mg,OLANZAPIN,Laboratorios Normon S.A.,N05AH03,Decentral procedure,RMS,08-03-2011,Nej,,
28104566709,"Olanzapin ""Normon""",,smeltetabletter,5 mg,OLANZAPIN,Laboratorios Normon S.A.,N05AH03,Decentral procedure,RMS,08-03-2011,Nej,,
28105478614,"Olanzapin ""Orion""",,smeltetabletter,10 mg,OLANZAPIN,Orion Corporation,N05AH03,MRP,CMS,03-12-2015,Nej,,
28105478714,"Olanzapin ""Orion""",,smeltetabletter,15 mg,OLANZAPIN,Orion Corporation,N05AH03,MRP,CMS,03-12-2015,Nej,,
28105478814,"Olanzapin ""Orion""",,smeltetabletter,20 mg,OLANZAPIN,Orion Corporation,N05AH03,MRP,CMS,03-12-2015,Nej,,
28105478514,"Olanzapin ""Orion""",,smeltetabletter,5 mg,OLANZAPIN,Orion Corporation,N05AH03,MRP,CMS,03-12-2015,Nej,,
28105509514,"Olanzapin ""Orion""",,tabletter,10 mg,OLANZAPIN,Orion Corporation,N05AH03,MRP,CMS,03-12-2015,Nej,,
28105509614,"Olanzapin ""Orion""",,tabletter,15 mg,OLANZAPIN,Orion Corporation,N05AH03,MRP,CMS,03-12-2015,Nej,,
28105509714,"Olanzapin ""Orion""",,tabletter,20 mg,OLANZAPIN,Orion Corporation,N05AH03,MRP,CMS,03-12-2015,Nej,,
28105509214,"Olanzapin ""Orion""",,tabletter,"2,5 mg",OLANZAPIN,Orion Corporation,N05AH03,MRP,CMS,03-12-2015,Nej,,
28105509314,"Olanzapin ""Orion""",,tabletter,5 mg,OLANZAPIN,Orion Corporation,N05AH03,MRP,CMS,03-12-2015,Nej,,
28105509414,"Olanzapin ""Orion""",,tabletter,"7,5 mg",OLANZAPIN,Orion Corporation,N05AH03,MRP,CMS,03-12-2015,Nej,,
28104295908,"Olanzapin ""PCD""",,filmovertrukne tabletter,10 mg,OLANZAPIN,PharmaCoDane ApS,N05AH03,Decentral procedure,RMS,27-05-2010,Ja,,
28104296008,"Olanzapin ""PCD""",,filmovertrukne tabletter,15 mg,OLANZAPIN,PharmaCoDane ApS,N05AH03,Decentral procedure,RMS,27-05-2010,Ja,,
28104296108,"Olanzapin ""PCD""",,filmovertrukne tabletter,20 mg,OLANZAPIN,PharmaCoDane ApS,N05AH03,Decentral procedure,RMS,27-05-2010,Ja,,
28104295608,"Olanzapin ""PCD""",,filmovertrukne tabletter,"2,5 mg",OLANZAPIN,PharmaCoDane ApS,N05AH03,Decentral procedure,RMS,27-05-2010,Ja,,
28104295708,"Olanzapin ""PCD""",,filmovertrukne tabletter,5 mg,OLANZAPIN,PharmaCoDane ApS,N05AH03,Decentral procedure,RMS,27-05-2010,Ja,,
28104295808,"Olanzapin ""PCD""",,filmovertrukne tabletter,"7,5 mg",OLANZAPIN,PharmaCoDane ApS,N05AH03,Decentral procedure,RMS,27-05-2010,Ja,,
28104566409,"Olanzapin ""Pensa""",,smeltetabletter,10 mg,OLANZAPIN,Pensa Pharma AB,N05AH03,Decentral procedure,RMS,08-03-2011,Nej,,
28104566509,"Olanzapin ""Pensa""",,smeltetabletter,15 mg,OLANZAPIN,Pensa Pharma AB,N05AH03,Decentral procedure,RMS,08-03-2011,Nej,,
28104566609,"Olanzapin ""Pensa""",,smeltetabletter,20 mg,OLANZAPIN,Pensa Pharma AB,N05AH03,Decentral procedure,RMS,08-03-2011,Nej,,
28104566309,"Olanzapin ""Pensa""",,smeltetabletter,5 mg,OLANZAPIN,Pensa Pharma AB,N05AH03,Decentral procedure,RMS,08-03-2011,Nej,,
28104023906,"Olanzapin ""Sandoz""",,filmovertrukne tabletter,10 mg,OLANZAPIN,Sandoz A/S,N05AH03,Decentral procedure,CMS,13-03-2009,Ja,,
28104024006,"Olanzapin ""Sandoz""",,filmovertrukne tabletter,15 mg,OLANZAPIN,Sandoz A/S,N05AH03,Decentral procedure,CMS,13-03-2009,Ja,,
28104024106,"Olanzapin ""Sandoz""",,filmovertrukne tabletter,20 mg,OLANZAPIN,Sandoz A/S,N05AH03,Decentral procedure,CMS,13-03-2009,Ja,,
28104023606,"Olanzapin ""Sandoz""",,filmovertrukne tabletter,"2,5 mg",OLANZAPIN,Sandoz A/S,N05AH03,Decentral procedure,CMS,13-03-2009,Ja,,
28104023706,"Olanzapin ""Sandoz""",,filmovertrukne tabletter,5 mg,OLANZAPIN,Sandoz A/S,N05AH03,Decentral procedure,CMS,13-03-2009,Ja,,
28104023806,"Olanzapin ""Sandoz""",,filmovertrukne tabletter,"7,5 mg",OLANZAPIN,Sandoz A/S,N05AH03,Decentral procedure,CMS,13-03-2009,Ja,,
28104699210,"Olanzapin ""Sandoz""",,smeltetabletter,10 mg,OLANZAPIN,Sandoz A/S,N05AH03,Decentral procedure,RMS,29-09-2011,Ja,,
28104699310,"Olanzapin ""Sandoz""",,smeltetabletter,15 mg,OLANZAPIN,Sandoz A/S,N05AH03,Decentral procedure,RMS,29-09-2011,Ja,,
28104699410,"Olanzapin ""Sandoz""",,smeltetabletter,20 mg,OLANZAPIN,Sandoz A/S,N05AH03,Decentral procedure,RMS,29-09-2011,Ja,,
28104699110,"Olanzapin ""Sandoz""",,smeltetabletter,5 mg,OLANZAPIN,Sandoz A/S,N05AH03,Decentral procedure,RMS,29-09-2011,Ja,,
28104126607,"Olanzapin ""Stada""",,smeltetabletter,10 mg,OLANZAPIN,Stada Arzneimittel AG,N05AH03,Decentral procedure,RMS,28-07-2008,Ja,,
28104126707,"Olanzapin ""Stada""",,smeltetabletter,15 mg,OLANZAPIN,Stada Arzneimittel AG,N05AH03,Decentral procedure,RMS,28-07-2008,Ja,,
28104126807,"Olanzapin ""Stada""",,smeltetabletter,20 mg,OLANZAPIN,Stada Arzneimittel AG,N05AH03,Decentral procedure,RMS,28-07-2008,Ja,,
28104126507,"Olanzapin ""Stada""",,smeltetabletter,5 mg,OLANZAPIN,Stada Arzneimittel AG,N05AH03,Decentral procedure,RMS,28-07-2008,Ja,,
28104446408,Olazax,,tabletter,10 mg,OLANZAPIN,Glenmark Pharmaceuticals s.r.o.,N05AH03,Central,MOD,11-12-2009,Nej,,
28104446508,Olazax,,tabletter,15 mg,OLANZAPIN,Glenmark Pharmaceuticals s.r.o.,N05AH03,Central,MOD,11-12-2009,Nej,,
28104446608,Olazax,,tabletter,20 mg,OLANZAPIN,Glenmark Pharmaceuticals s.r.o.,N05AH03,Central,MOD,11-12-2009,Nej,,
28104446208,Olazax,,tabletter,5 mg,OLANZAPIN,Glenmark Pharmaceuticals s.r.o.,N05AH03,Central,MOD,11-12-2009,Nej,,
28104446308,Olazax,,tabletter,"7,5 mg",OLANZAPIN,Glenmark Pharmaceuticals s.r.o.,N05AH03,Central,MOD,11-12-2009,Nej,,
28104446908,Olazax Disperzi,,smeltetabletter,10 mg,OLANZAPIN,Glenmark Pharmaceuticals s.r.o.,N05AH03,Central,MOD,10-12-2009,Nej,,
28104447008,Olazax Disperzi,,smeltetabletter,15 mg,OLANZAPIN,Glenmark Pharmaceuticals s.r.o.,N05AH03,Central,MOD,10-12-2009,Nej,,
28104447108,Olazax Disperzi,,smeltetabletter,20 mg,OLANZAPIN,Glenmark Pharmaceuticals s.r.o.,N05AH03,Central,MOD,10-12-2009,Nej,,
